,Parti,Nama Calon,Undi,Majoriti,Tahun,Negeri,Kawasan Parlimen,Kod Parlimen,Keputusan,Jumlah Undi,Bahagian Undi(%),Jumlah Layak Mengundi,Pengundi Melayu(%),Pengundi Cina(%),Pengundi India(%),Pengundi Lain-Lain(%),Pengundi Melayu Islam Bumiputera(%),Pengundi Melayu Bukan Islam Bumiputera(%),Pengundi Sabah Bumiputera(%)
1776,UMNO,MOHD FASIAH BIN MOHD FAKEH,12862,1674.0,2018,Selangor,SABAK BERNAM,92,Menang,33350,38.56671664167916,40863,83,12,5,0,0,0,0
1777,BERSATU,WARNO BIN DOGOL,11188,0.0,2018,Selangor,SABAK BERNAM,92,Kalah,33350,33.5472263868066,40863,83,12,5,0,0,0,0
1778,PAS,MUHAMMAD LABIB BIN ABDUL JALIL,9300,0.0,2018,Selangor,SABAK BERNAM,92,Kalah,33350,27.886056971514243,40863,83,12,5,0,0,0,0
1779,BERSATU,MUSLIMIN BIN YAHAYA,17350,714.0,2018,Selangor,SUNGAI BESAR,93,Menang,41206,42.10551861379411,48739,69,29,2,0,0,0,0
1780,UMNO,BUDIMAN BIN MOHD ZOHDI,16636,0.0,2018,Selangor,SUNGAI BESAR,93,Kalah,41206,40.37276124836189,48739,69,29,2,0,0,0,0
1781,PAS,MUHAMMAD SALLEH BIN MOHD HUSIN,7220,0.0,2018,Selangor,SUNGAI BESAR,93,Kalah,41206,17.521720137844003,48739,69,29,2,0,0,0,0
1782,PKR,LEOW HSIAD HUI,40783,13391.0,2018,Selangor,HULU SELANGOR,94,Menang,85221,47.8555755036904,100990,61,21,16,2,0,0,0
1783,MIC,P KAMALANATHAN A/L P PANCHANATHAN,27392,0.0,2018,Selangor,HULU SELANGOR,94,Kalah,85221,32.14231234085496,100990,61,21,16,2,0,0,0
1784,PAS,WAN MAT BIN SULAIMAN,16620,0.0,2018,Selangor,HULU SELANGOR,94,Kalah,85221,19.50223536452283,100990,61,21,16,2,0,0,0
1785,BEBAS,KUMAR A/L SS PARAMASIVAM,426,0.0,2018,Selangor,HULU SELANGOR,94,Kalah,85221,0.4998767909318126,100990,61,21,16,2,0,0,0
1786,UMNO,NOH BIN OMAR,17596,1970.0,2018,Selangor,TANJONG KARANG,95,Menang,40498,43.44905921280064,47198,75,16,9,0,0,0,0
1787,BERSATU,ZULKAFPERI BIN HANAPI,15626,0.0,2018,Selangor,TANJONG KARANG,95,Kalah,40498,38.58462146278829,47198,75,16,9,0,0,0,0
1788,PAS,NOR AZ AZLAN BIN AHMAD,7276,0.0,2018,Selangor,TANJONG KARANG,95,Kalah,40498,17.96631932441108,47198,75,16,9,0,0,0,0
1789,AMANAH,DZULKEFLY BIN AHMAD,29842,8498.0,2018,Selangor,KUALA SELANGOR,96,Menang,59721,49.96902262185831,69397,66,13,21,0,0,0,0
1790,UMNO,IRMOHIZAM BIN IBRAHIM,21344,0.0,2018,Selangor,KUALA SELANGOR,96,Kalah,59721,35.73952211115018,69397,66,13,21,0,0,0,0
1791,PAS,MOHD FAKARUDDIN BIN ISMAIL,8535,0.0,2018,Selangor,KUALA SELANGOR,96,Kalah,59721,14.29145526699151,69397,66,13,21,0,0,0,0
1792,PKR,WILLIAM LEONG JEE KEEN,60158,40657.0,2018,Selangor,SELAYANG,97,Menang,98002,61.38446154160119,116176,53,29,18,1,0,0,0
1793,MCA,KANG MENG FUAT,19501,0.0,2018,Selangor,SELAYANG,97,Kalah,98002,19.89857349850003,116176,53,29,18,1,0,0,0
1794,PAS,HASHIM BIN ABDUL KARIM,18343,0.0,2018,Selangor,SELAYANG,97,Kalah,98002,18.716964959898775,116176,53,29,18,1,0,0,0
1795,PKR,MOHAMAD AZMIN BIN ALI,75113,48721.0,2018,Selangor,GOMBAK,98,Menang,119042,63.09789822079602,141112,77,11,11,2,0,0,0
1796,UMNO,ABDUL RAHIM BIN PANDAK KAMARUDDIN,26392,0.0,2018,Selangor,GOMBAK,98,Kalah,119042,22.17032643940794,141112,77,11,11,2,0,0,0
1797,PAS,KHAIRIL NIZAM BIN KHIRUDIN,17537,0.0,2018,Selangor,GOMBAK,98,Kalah,119042,14.73177533979604,141112,77,11,11,2,0,0,0
1798,PKR,ZURAIDAH BINTI KAMARUDDIN,54307,41956.0,2018,Selangor,AMPANG,99,Menang,76550,70.94317439581972,91737,56,35,9,1,0,0,0
1799,MCA,LEONG KIM SOON,12351,0.0,2018,Selangor,AMPANG,99,Kalah,76550,16.134552580013064,91737,56,35,9,1,0,0,0
1800,PAS,NURUL ISLAM MOHAMED YUSOFF,9598,0.0,2018,Selangor,AMPANG,99,Kalah,76550,12.538210320052253,91737,56,35,9,1,0,0,0
1801,PRM,TAN HUA MENG,294,0.0,2018,Selangor,AMPANG,99,Kalah,76550,0.3840627041149575,91737,56,35,9,1,0,0,0
1802,PKR,WAN AZIZAH BINTI WAN ISMAIL,64733,52543.0,2018,Selangor,PANDAN,100,Menang,85774,75.46925641802878,101319,46,46,7,1,0,0,0
1803,MCA,LEONG KOK WEE,12190,0.0,2018,Selangor,PANDAN,100,Kalah,85774,14.211765803157132,101319,46,46,7,1,0,0,0
1804,PAS,MOHAMED SUKRI BIN OMAR,8336,0.0,2018,Selangor,PANDAN,100,Kalah,85774,9.71856273462821,101319,46,46,7,1,0,0,0
1805,PRM,LEE YING HA,442,0.0,2018,Selangor,PANDAN,100,Kalah,85774,0.5153076689906032,101319,46,46,7,1,0,0,0
1806,BEBAS,MOHD KHAIRUL AZAM BIN ABDUL AZIZ,73,0.0,2018,Selangor,PANDAN,100,Kalah,85774,0.0851073751952806,101319,46,46,7,1,0,0,0
1807,AMANAH,HASANUDDIN BIN MOHD YUNUS,49004,25424.0,2018,Selangor,HULU LANGAT,101,Menang,88247,55.530499620383694,102363,66,22,10,2,0,0,0
1808,UMNO,AZMAN AHMAD,23580,0.0,2018,Selangor,HULU LANGAT,101,Kalah,88247,26.720455086291885,102363,66,22,10,2,0,0,0
1809,PAS,CHE ROSLI BIN CHE MAT,15663,0.0,2018,Selangor,HULU LANGAT,101,Kalah,88247,17.749045293324418,102363,66,22,10,2,0,0,0
1810,DAP,ONG KIAN MING,102557,68768.0,2018,Selangor,BANGI,102,Menang,156327,65.60415027474461,178790,49,39,11,1,0,0,0
1811,PAS,MOHD SHAFIE BIN NGAH,33789,0.0,2018,Selangor,BANGI,102,Kalah,156327,21.614308468786582,178790,49,39,11,1,0,0,0
1812,MCA,LIEW YUEN KEONG,19766,0.0,2018,Selangor,BANGI,102,Kalah,156327,12.644009032348858,178790,49,39,11,1,0,0,0
1813,PRM,WAN JINN WOEI,215,0.0,2018,Selangor,BANGI,102,Kalah,156327,0.1375322241199537,178790,49,39,11,1,0,0,0
1814,DAP,GOBIND SINGH DEO,60429,47635.0,2018,Selangor,PUCHONG,103,Menang,83478,72.38913246603896,96437,37,52,10,1,0,0,0
1815,GERAKAN,ANG CHIN TAT,12794,0.0,2018,Selangor,PUCHONG,103,Kalah,83478,15.326193727688732,96437,37,52,10,1,0,0,0
1816,PAS,MOHD ROSHARIZAN MOHD ROZLAN,10255,0.0,2018,Selangor,PUCHONG,103,Kalah,83478,12.28467380627231,96437,37,52,10,1,0,0,0
1817,PKR,WONG CHEN,104430,92353.0,2018,Selangor,SUBANG,104,Menang,125705,83.07545443697546,146422,27,57,15,2,0,0,0
1818,MCA,TAN SEONG LIM,12077,0.0,2018,Selangor,SUBANG,104,Kalah,125705,9.607414184002227,146422,27,57,15,2,0,0,0
1819,IKATAN,MOHD SHAHIR BIN MOHD ADNAN,9025,0.0,2018,Selangor,SUBANG,104,Kalah,125705,7.179507577264229,146422,27,57,15,2,0,0,0
1820,BEBAS,TOH SIN WAH,173,0.0,2018,Selangor,SUBANG,104,Kalah,125705,0.1376238017580844,146422,27,57,15,2,0,0,0
1821,PKR,MARIA CHIN BINTI ABDULLAH,78984,57137.0,2018,Selangor,PETALING JAYA,105,Menang,115279,68.51551453430373,140920,47,32,19,2,0,0,0
1822,MCA,CHEW HIAN TAT,21847,0.0,2018,Selangor,PETALING JAYA,105,Kalah,115279,18.95141352718188,140920,47,32,19,2,0,0,0
1823,PAS,NORAINI BINTI HUSSIN,14448,0.0,2018,Selangor,PETALING JAYA,105,Kalah,115279,12.533071938514388,140920,47,32,19,2,0,0,0
1824,DAP,PUA KIAM WEE,121283,106903.0,2018,Selangor,DAMANSARA,106,Menang,136280,88.9954505429997,164322,20,69,9,1,0,0,0
1825,MCA,HO KWOK XHENG,14380,0.0,2018,Selangor,DAMANSARA,106,Kalah,136280,10.551805107132374,164322,20,69,9,1,0,0,0
1826,PRM,WONG MUN KHEONG,617,0.0,2018,Selangor,DAMANSARA,106,Kalah,136280,0.452744349867919,164322,20,69,9,1,0,0,0
1827,PKR,SIVARASA A/L RASIAH,43631,26634.0,2018,Selangor,SUNGAI BULOH,107,Menang,77951,55.97234159920976,90707,66,22,11,2,0,0,0
1828,PAS,NURIDAH BINTI MOHD SALLEH,16997,0.0,2018,Selangor,SUNGAI BULOH,107,Kalah,77951,21.80472348013496,90707,66,22,11,2,0,0,0
1829,MIC,PAKAS RAO A/L APPLANAIDOO,16681,0.0,2018,Selangor,SUNGAI BULOH,107,Kalah,77951,21.39934061140973,90707,66,22,11,2,0,0,0
1830,PSM,ZAINURIZZAMAN BIN MOHARAM,642,0.0,2018,Selangor,SUNGAI BULOH,107,Kalah,77951,0.8235943092455517,90707,66,22,11,2,0,0,0
1831,AMANAH,KHALID BIN ABD SAMAD,55949,33849.0,2018,Selangor,SHAH ALAM,108,Menang,93243,60.003431893010735,107316,76,11,13,1,0,0,0
1832,UMNO,AZHARI BIN SAARI,22100,0.0,2018,Selangor,SHAH ALAM,108,Kalah,93243,23.70151110539129,107316,76,11,13,1,0,0,0
1833,PAS,MOH ZUHDI BIN MARSUKI,15194,0.0,2018,Selangor,SHAH ALAM,108,Kalah,93243,16.295057001597975,107316,76,11,13,1,0,0,0
1834,PKR,ABDULLAH SANI BIN ABDUL HAMID,47731,16306.0,2018,Selangor,KAPAR,109,Menang,106093,44.98977312358026,124983,71,15,14,1,0,0,0
1835,PAS,ABDUL RANI BIN OSMAN,31425,0.0,2018,Selangor,KAPAR,109,Kalah,106093,29.620238847049286,124983,71,15,14,1,0,0,0
1836,MIC,MOHANA A/P MUNIANDY RAMAN,26412,0.0,2018,Selangor,KAPAR,109,Kalah,106093,24.895139170350543,124983,71,15,14,1,0,0,0
1837,PRM,S MANIKAVASAGAM A/L SUNDARAM,525,0.0,2018,Selangor,KAPAR,109,Kalah,106093,0.4948488590199165,124983,71,15,14,1,0,0,0
1838,DAP,CHARLES ANTHONY A/L R SANTIAGO,98279,78773.0,2018,Selangor,KLANG,110,Menang,127074,77.3399751325999,149348,27,55,17,1,0,0,0
1839,MCA,CHING EU BOON,19506,0.0,2018,Selangor,KLANG,110,Kalah,127074,15.35011095896879,149348,27,55,17,1,0,0,0
1840,PAS,KHAIRUL SHAH BIN ABDULLAH,9169,0.0,2018,Selangor,KLANG,110,Kalah,127074,7.215480743503785,149348,27,55,17,1,0,0,0
1841,BEBAS,PUVANANDERAN A/L GANASAMOORTHY,120,0.0,2018,Selangor,KLANG,110,Kalah,127074,0.0944331649275225,149348,27,55,17,1,0,0,0
1842,AMANAH,MOHAMAD BIN SABU,90697,71142.0,2018,Selangor,KOTA RAJA,111,Menang,128126,70.78734995239061,149021,44,28,28,1,0,0,0
1843,PAS,MOHAMED DIAH BIN BAHARUN,19555,0.0,2018,Selangor,KOTA RAJA,111,Kalah,128126,15.262319903844652,149021,44,28,28,1,0,0,0
1844,MIC,V GUNALAN A/L VELU,17874,0.0,2018,Selangor,KOTA RAJA,111,Kalah,128126,13.950330143764733,149021,44,28,28,1,0,0,0
1845,PKR,XAVIER JAYAKUMAR A/L ARULANANDAM,43239,17112.0,2018,Selangor,KUALA LANGAT,112,Menang,88097,49.0811264855784,102406,57,24,16,2,0,0,0
1846,UMNO,SHAHRIL SUFIAN BIN HAMDAN,26127,0.0,2018,Selangor,KUALA LANGAT,112,Kalah,88097,29.657082534024997,102406,57,24,16,2,0,0,0
1847,PAS,YAHYA BIN BABA,18731,0.0,2018,Selangor,KUALA LANGAT,112,Kalah,88097,21.261790980396608,102406,57,24,16,2,0,0,0
1848,AMANAH,MOHAMED HANIPA BIN MAIDIN,46740,18705.0,2018,Selangor,SEPANG,113,Menang,90657,51.55696747079652,104508,63,20,14,3,0,0,0
1849,UMNO,MARSUM PAING,28035,0.0,2018,Selangor,SEPANG,113,Kalah,90657,30.92425295343989,104508,63,20,14,3,0,0,0
1850,PAS,SABIRIN BIN MARSONO,15882,0.0,2018,Selangor,SEPANG,113,Kalah,90657,17.518779575763592,104508,63,20,14,3,0,0,0
1851,DAP,LIM LIP ENG,56516,51628.0,2018,Federal Territories,KEPONG,114,Menang,61404,92.03960654029054,72696,5,89,6,1,0,0,0
1852,GERAKAN,ONG SIANG LIANG,4888,0.0,2018,Federal Territories,KEPONG,114,Kalah,61404,7.960393459709465,72696,5,89,6,1,0,0,0
1853,BEBAS,PRABAKARAN A/L M PARAMESWARAN,38125,24438.0,2018,Federal Territories,BATU,115,Menang,62805,60.70376562375607,76328,43,38,17,2,0,0,0
1854,GERAKAN,DOMINIC LAU HOE CHAI,13687,0.0,2018,Federal Territories,BATU,115,Kalah,62805,21.79285088766818,76328,43,38,17,2,0,0,0
1855,PAS,AZHAR BIN YAHYA,10610,0.0,2018,Federal Territories,BATU,115,Kalah,62805,16.89355942998169,76328,43,38,17,2,0,0,0
1856,BEBAS,VM PANJAMOTHY A/L MUTHUSAMY,383,0.0,2018,Federal Territories,BATU,115,Menang,62805,0.609824058594061,76328,43,38,17,2,0,0,0
1857,PKR,TAN YEE KEW,42178,24238.0,2018,Federal Territories,WANGSA MAJU,116,Menang,73608,57.30083686555809,88482,61,30,8,2,0,0,0
1858,MCA,YEW TEONG LOOK,17940,0.0,2018,Federal Territories,WANGSA MAJU,116,Kalah,73608,24.372350831431365,88482,61,30,8,2,0,0,0
1859,PAS,RAZALI BIN TUMIRIN,13490,0.0,2018,Federal Territories,WANGSA MAJU,116,Kalah,73608,18.32681230301054,88482,61,30,8,2,0,0,0
1860,PKR,YEOH TSEOW SUAN,53124,45702.0,2018,Federal Territories,SEGAMBUT,117,Menang,64727,82.07394132278647,77956,28,59,12,2,0,0,0
1861,MYPPP,LOGA BALA MOHAN A/L JAGANATHAN,7422,0.0,2018,Federal Territories,SEGAMBUT,117,Kalah,64727,11.466621348123658,77956,28,59,12,2,0,0,0
1862,PAS,MOHD SOLLEH BIN AB RAZAK,4181,0.0,2018,Federal Territories,SEGAMBUT,117,Kalah,64727,6.4594373290898695,77956,28,59,12,2,0,0,0
1863,PKR,NIK NAZMI BIN NIK AHMAD,34471,14372.0,2018,Federal Territories,SETIAWANGSA,118,Menang,60852,56.6472753566029,72136,62,26,10,2,0,0,0
1864,UMNO,ZULHASNAN BIN RAFIQUE,20099,0.0,2018,Federal Territories,SETIAWANGSA,118,Kalah,60852,33.02931703148623,72136,62,26,10,2,0,0,0
1865,PAS,UBAID ABD AKLA,6282,0.0,2018,Federal Territories,SETIAWANGSA,118,Kalah,60852,10.323407611910866,72136,62,26,10,2,0,0,0
1866,BERSATU,RINA BINTI MOHD HARUN,23840,4139.0,2018,Federal Territories,TITIWANGSA,119,Menang,50386,47.314730282221255,61598,72,17,9,2,0,0,0
1867,UMNO,JOHARI BIN ABDUL GHANI,19701,0.0,2018,Federal Territories,TITIWANGSA,119,Kalah,50386,39.10014686619299,61598,72,17,9,2,0,0,0
1868,PAS,MOHAMAD NOOR BIN MOHAMAD,6845,0.0,2018,Federal Territories,TITIWANGSA,119,Kalah,50386,13.585122851585758,61598,72,17,9,2,0,0,0
1869,DAP,FONG KUI LUN,44516,37260.0,2018,Federal Territories,BUKIT BINTANG,120,Menang,52408,84.94123034651199,69526,13,75,11,1,0,0,0
1870,MCA,TAN EAN EAN,7256,0.0,2018,Federal Territories,BUKIT BINTANG,120,Kalah,52408,13.84521447107312,69526,13,75,11,1,0,0,0
1871,PFP,KHAIRUL HUSNI BIN OTHMAN,636,0.0,2018,Federal Territories,BUKIT BINTANG,120,Kalah,52408,1.2135551824148985,69526,13,75,11,1,0,0,0
1872,PKR,AHMAD FAHMI BIN MOHAMED FADZIL,33313,5598.0,2018,Federal Territories,LEMBAH PANTAI,121,Menang,66305,50.24206319282106,80346,63,19,16,2,0,0,0
1873,UMNO,RAJA NONG CHIK RAJA ZAINAL ABIDIN,27715,0.0,2018,Federal Territories,LEMBAH PANTAI,121,Kalah,66305,41.7992609908755,80346,63,19,16,2,0,0,0
1874,PAS,FAUZI ABU BAKAR,5277,0.0,2018,Federal Territories,LEMBAH PANTAI,121,Kalah,66305,7.958675816303447,80346,63,19,16,2,0,0,0
1875,DAP,TERESA KOK SUH SIM,63094,56059.0,2018,Federal Territories,SEPUTEH,122,Menang,70129,89.96848664603802,86256,9,82,8,1,0,0,0
1876,MCA,CHAN QUIN ER,7035,0.0,2018,Federal Territories,SEPUTEH,122,Kalah,70129,10.031513353961984,86256,9,82,8,1,0,0,0
1877,DAP,TAN KOK WAI,56671,49665.0,2018,Federal Territories,CHERAS,123,Menang,63677,88.9975972486141,78819,10,83,7,1,0,0,0
1878,MCA,HENG SINN YEE,7006,0.0,2018,Federal Territories,CHERAS,123,Kalah,63677,11.0024027513859,78819,10,83,7,1,0,0,0
1879,PKR,KAMARUDIN BIN JAFFAR,41126,19930.0,2018,Federal Territories,BANDAR TUN RAZAK,124,Menang,70206,58.57903882859015,83650,61,29,8,1,0,0,0
1880,UMNO,ADNAN BIN SEMAN @ ABDULLAH,21196,0.0,2018,Federal Territories,BANDAR TUN RAZAK,124,Kalah,70206,30.19115175341139,83650,61,29,8,1,0,0,0
1881,PAS,ROSNI BINTI ADAM,7884,0.0,2018,Federal Territories,BANDAR TUN RAZAK,124,Kalah,70206,11.229809417998462,83650,61,29,8,1,0,0,0
1882,UMNO,TENGKU ADNAN TENGKU MANSUR,12148,3372.0,2018,Federal Territories,PUTRAJAYA,125,Menang,24558,49.46656893883867,27306,95,1,3,1,0,0,0
1883,BERSATU,SAMSU ADABI BIN MAMAT,8776,0.0,2018,Federal Territories,PUTRAJAYA,125,Kalah,24558,35.73580910497598,27306,95,1,3,1,0,0,0
1884,PAS,ZAINAL ABIDIN KIDAM,3634,0.0,2018,Federal Territories,PUTRAJAYA,125,Kalah,24558,14.797621956185358,27306,95,1,3,1,0,0,0
1885,UMNO,JALALUDDIN BIN ALIAS,19062,2045.0,2018,Negeri Sembilan,JELEBU,126,Menang,38957,48.93087250044921,48522,65,24,6,5,0,0,0
1886,AMANAH,MUSTAFAR BIN AB KADIR,17017,0.0,2018,Negeri Sembilan,JELEBU,126,Kalah,38957,43.68149498164643,48522,65,24,6,5,0,0,0
1887,PAS,NORMAN BIN IPIN,2878,0.0,2018,Negeri Sembilan,JELEBU,126,Kalah,38957,7.387632517904356,48522,65,24,6,5,0,0,0
1888,UMNO,HAJI MOHD SALIM BIN SHARIF @ MOHD SHARIF,26819,1631.0,2018,Negeri Sembilan,JEMPOL,127,Menang,57274,46.82578482382931,72122,64,23,12,1,0,0,0
1889,BERSATU,KAMARULZAMAN BIN KAMDIAS,25188,0.0,2018,Negeri Sembilan,JEMPOL,127,Kalah,57274,43.97807032859587,72122,64,23,12,1,0,0,0
1890,PAS,MUSTAFFA BIN DAHARUN,5267,0.0,2018,Negeri Sembilan,JEMPOL,127,Kalah,57274,9.196144847574816,72122,64,23,12,1,0,0,0
1891,DAP,LOKE SIEW FOOK,55503,30694.0,2018,Negeri Sembilan,SEREMBAN,128,Menang,91818,60.44893158204274,110168,49,37,13,1,0,0,0
1892,MCA,CHONG SIN WOON,24809,0.0,2018,Negeri Sembilan,SEREMBAN,128,Kalah,91818,27.0197564747653,110168,49,37,13,1,0,0,0
1893,PAS,SHARIFFUDDIN BIN AHMAD,11506,0.0,2018,Negeri Sembilan,SEREMBAN,128,Kalah,91818,12.531311943191966,110168,49,37,13,1,0,0,0
1894,BERSATU,EDDIN SYAZLEE BIN SHITH,18045,200.0,2018,Negeri Sembilan,KUALA PILAH,129,Menang,40237,44.84678281183985,49801,77,16,5,2,0,0,0
1895,UMNO,HASAN BIN MALEK,17845,0.0,2018,Negeri Sembilan,KUALA PILAH,129,Kalah,40237,44.34972786241519,49801,77,16,5,2,0,0,0
1896,PAS,RAFIEI BIN MUSTAPHA,4347,0.0,2018,Negeri Sembilan,KUALA PILAH,129,Kalah,40237,10.80348932574496,49801,77,16,5,2,0,0,0
1897,DAP,CHA KEE CHIN,61806,46867.0,2018,Negeri Sembilan,RASAH,130,Menang,85307,72.45126425732941,102838,30,48,21,2,0,0,0
1898,MCA,NG KIAN NAM,14939,0.0,2018,Negeri Sembilan,RASAH,130,Kalah,85307,17.512044732554187,102838,30,48,21,2,0,0,0
1899,PAS,MOHD KHAIRIL ANUAR BIN MOHD WAFA,8260,0.0,2018,Negeri Sembilan,RASAH,130,Kalah,85307,9.682675513146634,102838,30,48,21,2,0,0,0
1900,PAP,DAVID DASS ASEERPATHAM,302,0.0,2018,Negeri Sembilan,RASAH,130,Kalah,85307,0.354015496969768,102838,30,48,21,2,0,0,0
1901,UMNO,KHAIRY JAMALUDDIN BIN ABU BAKAR,36096,4364.0,2018,Negeri Sembilan,REMBAU,131,Menang,73856,48.8734835355286,88365,74,10,15,1,0,0,0
1902,PKR,ROSELI BIN ABDUL GANI,31732,0.0,2018,Negeri Sembilan,REMBAU,131,Kalah,73856,42.96468804159446,88365,74,10,15,1,0,0,0
1903,PAS,MUSTAFA BIN DOLAH,6028,0.0,2018,Negeri Sembilan,REMBAU,131,Kalah,73856,8.16182842287695,88365,74,10,15,1,0,0,0
1904,PKR,DANYAL BALAGOPAL ABDULLAH,36225,17710.0,2018,Negeri Sembilan,PORT DICKSON,132,Menang,61334,59.06185802328236,75212,43,33,22,2,0,0,0
1905,MIC,MOGAN A/L VELAYATHAM,18515,0.0,2018,Negeri Sembilan,PORT DICKSON,132,Kalah,61334,30.187171878566534,75212,43,33,22,2,0,0,0
1906,PAS,MAHFUZ BIN ROSLAN,6594,0.0,2018,Negeri Sembilan,PORT DICKSON,132,Kalah,61334,10.750970098151107,75212,43,33,22,2,0,0,0
1907,AMANAH,HASAN BAHROM,22435,1002.0,2018,Negeri Sembilan,TAMPIN,133,Menang,48466,46.29018280856683,60765,63,24,12,2,0,0,0
1908,UMNO,SHAZIMAN ABU MANSOR,21433,0.0,2018,Negeri Sembilan,TAMPIN,133,Kalah,48466,44.222754095654686,60765,63,24,12,2,0,0,0
1909,PAS,ABDUL HALIM BIN ABU BAKAR,4598,0.0,2018,Negeri Sembilan,TAMPIN,133,Kalah,48466,9.487063095778485,60765,63,24,12,2,0,0,0
1910,UMNO,MAS ERMIEYATI BINTI SAMSUDIN,22898,8159.0,2018,Melaka,MASJID TANAH,134,Menang,42325,54.10041346721796,51441,84,12,4,1,0,0,0
1911,BERSATU,SABIRIN BIN JA'AFAR,14739,0.0,2018,Melaka,MASJID TANAH,134,Kalah,42325,34.82339043118724,51441,84,12,4,1,0,0,0
1912,PAS,MOHD NASIR BIN OTHMAN,4688,0.0,2018,Melaka,MASJID TANAH,134,Kalah,42325,11.0761961015948,51441,84,12,4,1,0,0,0
1913,BERSATU,MOHD REDZUAN BIN MD YUSOF,29330,6980.0,2018,Melaka,ALOR GAJAH,135,Menang,57815,50.7307792095477,70364,61,25,13,1,0,0,0
1914,MCA,WONG NAI CHEE,22350,0.0,2018,Melaka,ALOR GAJAH,135,Kalah,57815,38.65778777133962,70364,61,25,13,1,0,0,0
1915,PAS,MOHAMMAD NAZREE BIN MOHAMMAD ARIS,6135,0.0,2018,Melaka,ALOR GAJAH,135,Kalah,57815,10.611433019112686,70364,61,25,13,1,0,0,0
1916,PKR,RUSNAH BINTI ALUAI,32420,4659.0,2018,Melaka,TANGGA BATU,136,Menang,69142,46.88901102079778,83213,71,22,4,3,0,0,0
1917,UMNO,ZALI BIN MAT YASIN,27761,0.0,2018,Melaka,TANGGA BATU,136,Kalah,69142,40.15070434757455,83213,71,22,4,3,0,0,0
1918,PAS,ZULKIFLI BIN ISMAIL,8961,0.0,2018,Melaka,TANGGA BATU,136,Kalah,69142,12.960284631627664,83213,71,22,4,3,0,0,0
1919,PKR,SHAMSUL ISKANDAR @ YUSRE BIN MOHD AKIN,39067,8640.0,2018,Melaka,HANG TUAH JAYA,137,Menang,76583,51.0126268231853,89364,63,31,6,1,0,0,0
1920,UMNO,MOHD ALI BIN MOHD RUSTAM,30427,0.0,2018,Melaka,HANG TUAH JAYA,137,Kalah,76583,39.7307496441769,89364,63,31,6,1,0,0,0
1921,PAS,MD KHALID BIN KASSIM,7089,0.0,2018,Melaka,HANG TUAH JAYA,137,Kalah,76583,9.256623532637793,89364,63,31,6,1,0,0,0
1922,DAP,KHOO POAY TIONG,76518,49175.0,2018,Melaka,KOTA MELAKA,138,Menang,105276,72.68323264561724,126848,38,57,4,1,0,0,0
1923,MCA,CHOO WEI SERN,27343,0.0,2018,Melaka,KOTA MELAKA,138,Kalah,105276,25.97268133287739,126848,38,57,4,1,0,0,0
1924,BEBAS,GOH LEONG SAN,1415,0.0,2018,Melaka,KOTA MELAKA,138,Kalah,105276,1.3440860215053765,126848,38,57,4,1,0,0,0
1925,UMNO,AHMAD HAMZAH,26560,219.0,2018,Melaka,JASIN,139,Menang,61761,43.004485031006624,73432,74,16,10,0,0,0,0
1926,AMANAH,KHAIRUDDIN BIN ABU HASSAN,26341,0.0,2018,Melaka,JASIN,139,Kalah,61761,42.649892326872944,73432,74,16,10,0,0,0,0
1927,PAS,ABD ALIM BIN SHAPIE,8860,0.0,2018,Melaka,JASIN,139,Kalah,61761,14.345622642120432,73432,74,16,10,0,0,0,0
1928,PKR,SANTHARA KUMAR A/L RAMANAIDU,24060,5476.0,2018,Johor,SEGAMAT,140,Menang,45320,53.08914386584289,55350,47,43,10,1,0,0,0
1929,MIC,SUBRAMANIAM A/L KV SATHASIVAM,18584,0.0,2018,Johor,SEGAMAT,140,Kalah,45320,41.006178287731686,55350,47,43,10,1,0,0,0
1930,PAS,KHAIRUL FAIZI BIN AHMAD ,2676,0.0,2018,Johor,SEGAMAT,140,Kalah,45320,5.904677846425419,55350,47,43,10,1,0,0,0
1931,PKR,NATRAH BINTI ISMAIL,19559,1281.0,2018,Johor,SEKIJANG,141,Menang,37837,51.69278748315141,45596,59,36,4,0,0,0,0
1932,UMNO,AYUB BIN RAHMAT,18278,0.0,2018,Johor,SEKIJANG,141,Kalah,37837,48.30721251684859,45596,59,36,4,0,0,0,0
1933,DAP,PANG HOK LIONG,16709,3408.0,2018,Johor,LABIS,142,Menang,32030,52.16671870121761,40356,38,45,15,2,0,0,0
1934,MCA,CHUA TEE YONG,13301,0.0,2018,Johor,LABIS,142,Kalah,32030,41.52669372463316,40356,38,45,15,2,0,0,0
1935,PAS,SARCHU BIN SAWAL,2020,0.0,2018,Johor,LABIS,142,Kalah,32030,6.306587574149235,40356,38,45,15,2,0,0,0
1936,BERSATU,MUHYIDDIN BIN MOHD YASSIN,23558,6927.0,2018,Johor,PAGOH,143,Menang,42672,55.2071616047994,51512,66,30,4,1,0,0,0
1937,UMNO,ISMAIL BIN MOHAMED SAID,16631,0.0,2018,Johor,PAGOH,143,Kalah,42672,38.97403449568804,51512,66,30,4,1,0,0,0
1938,PAS,AHMAD NAWFAL BIN MAHFODZ,2483,0.0,2018,Johor,PAGOH,143,Kalah,42672,5.818803899512561,51512,66,30,4,1,0,0,0
1939,PKR,SYED IBRAHIM BIN SYED NOR,34706,8666.0,2018,Johor,LEDANG,144,Menang,65414,53.05592075090959,77474,56,39,5,1,0,0,0
