,Parti,Nama Calon,Undi,Majoriti,Tahun,Negeri,Kawasan DUN,Kod Parlimen,Keputusan,Jumlah Undi,Bahagian Undi(%),Jumlah Layak Mengundi,Pengundi Melayu(%),Pengundi Cina(%),Pengundi India(%),Pengundi Lain-Lain(%),Pengundi Melayu Islam Bumiputera(%),Pengundi Melayu Bukan Islam Bumiputera(%),Pengundi Sabah Bumiputera(%)
2615,PAS,NIK MAHADI BIN MAHMOOD,9871,0,2013,Kelantan,KOK LANAS,026-025,Kalah,19911,49.57561147,23016,96,2,0,3,0,0,0
2616,PAS,ABDUL FATTAH BIN HAJI MAHMOOD,13292,3740,2013,Kelantan,BUKIT PANAU,027-026,Menang,22844,58.18595693,27405,91,8,0,1,0,0,0
2617,UMNO,BAHARUDIN BIN YUSOF,9552,0,2013,Kelantan,BUKIT PANAU,027-026,Kalah,22844,41.81404307,27405,91,8,0,1,0,0,0
2618,UMNO,BAKRI @ MOHD BAKRI BIN MUSTAPHA,7689,1404,2013,Kelantan,GUAL IPOH,027-027,Menang,13974,55.02361529,16423,97,1,2,0,0,0,0
2619,PAS,WAN YUSOFF BIN W MUSTAFA,6285,0,2013,Kelantan,GUAL IPOH,027-027,Kalah,13974,44.97638471,16423,97,1,2,0,0,0,0
2620,PAS,MD ANIZAM BIN AB RAHMAN,6953,1436,2013,Kelantan,KEMAHANG,027-028,Menang,12470,55.75781877,14409,99,0,0,1,0,0,0
2621,UMNO,DYG SANIAH BINTI AWG HAMID,5517,0,2013,Kelantan,KEMAHANG,027-028,Kalah,12470,44.24218123,14409,99,0,0,1,0,0,0
2622,UMNO,ZULKIFLE BIN ALI,7662,107,2013,Kelantan,SELISING,028-029,Menang,15337,49.95761883,18058,99,1,0,0,0,0,0
2623,PAS,SAIPUL BAHRIM BIN MOHAMAD,7555,0,2013,Kelantan,SELISING,028-029,Kalah,15337,49.25995957,18058,99,1,0,0,0,0,0
2624,IND,IBRAHIM BIN ISMAIL,120,0,2013,Kelantan,SELISING,028-029,Kalah,15337,0.782421595,18058,99,1,0,0,0,0,0
2625,PAS,MOHD NAZLAN BIN MOHAMED HASBULLAH,10480,1042,2013,Kelantan,LIMBONGAN,028-030,Menang,19918,52.61572447,23827,97,2,0,1,0,0,0
2626,UMNO,MOHD RUJHAN BIN SALLEH,9438,0,2013,Kelantan,LIMBONGAN,028-030,Kalah,19918,47.38427553,23827,97,2,0,1,0,0,0
2627,UMNO,ZAWAWI BIN OTHMAN,8444,985,2013,Kelantan,SEMERAK,028-031,Menang,15903,53.09689996,18269,98,0,0,2,0,0,0
2628,PAS,W HASSAN BIN W IBRAHIM,7459,0,2013,Kelantan,SEMERAK,028-031,Kalah,15903,46.90310004,18269,98,0,0,2,0,0,0
2629,PAS,TUAN MAZLAN BIN TUAN MAT,7178,302,2013,Kelantan,GAAL,028-032,Menang,14054,51.07442721,16105,99,0,0,1,0,0,0
2630,UMNO,REDZUAN BIN STAPHA,6876,0,2013,Kelantan,GAAL,028-032,Kalah,14054,48.92557279,16105,99,0,0,1,0,0,0
2631,PAS,ZULKIFLI BIN MAMAT,8546,919,2013,Kelantan,PULAI CHONDONG,029-033,Menang,16173,52.84115501,18875,97,3,0,0,0,0,0
2632,UMNO,HALIM @ AB HALIM BIN ISMAIL,7627,0,2013,Kelantan,PULAI CHONDONG,029-033,Kalah,16173,47.15884499,18875,97,3,0,0,0,0,0
2633,PAS,MOHAMED FADZLI BIN HASSAN,8258,1085,2013,Kelantan,TEMANGAN,029-034,Menang,15431,53.51565031,17966,95,5,0,0,0,0,0
2634,UMNO,AZEMI BIN MAT ZIN,7173,0,2013,Kelantan,TEMANGAN,029-034,Kalah,15431,46.48434969,17966,95,5,0,0,0,0,0
2635,PAS,MOHD ROSELI BIN ISMAIL,10049,1034,2013,Kelantan,KEMUNING,029-035,Menang,19064,52.71191775,22385,97,3,0,0,0,0,0
2636,UMNO,ERIANDI BIN ISMAIL,9015,0,2013,Kelantan,KEMUNING,029-035,Kalah,19064,47.28808225,22385,97,3,0,0,0,0,0
2637,UMNO,MOHD ADHAN BIN KECHIK,7692,1533,2013,Kelantan,BUKIT BUNGA,030-036,Menang,13851,55.53389647,16609,99,0,0,1,0,0,0
2638,PAS,SUFELY BIN ABD RAZAK,6159,0,2013,Kelantan,BUKIT BUNGA,030-036,Kalah,13851,44.46610353,16609,99,0,0,1,0,0,0
2639,UMNO,MUSTAPA BIN MOHAMED,6605,47,2013,Kelantan,AIR LANAS,030-037,Menang,13163,50.17853073,15007,98,0,0,1,0,0,0
2640,PAS,ABDULLAH BIN YA'KUB,6558,0,2013,Kelantan,AIR LANAS,030-037,Kalah,13163,49.82146927,15007,98,0,0,1,0,0,0
2641,UMNO,ABDUL AZIZ BIN DERASHID,6173,2076,2013,Kelantan,KUALA BALAH,030-038,Menang,10270,60.10710808,11608,99,0,0,1,0,0,0
2642,PKR,RAMLAN BIN MAT,4097,0,2013,Kelantan,KUALA BALAH,030-038,Kalah,10270,39.89289192,11608,99,0,0,1,0,0,0
2643,PAS,ABDUL LATIFF BIN ABDUL RAHMAN,8235,1072,2013,Kelantan,MENGKEBANG,031-039,Menang,15398,53.48097155,17674,96,3,2,0,0,0,0
2644,UMNO,AZIZZUDDIN BIN HUSSEIN,7163,0,2013,Kelantan,MENGKEBANG,031-039,Kalah,15398,46.51902845,17674,96,3,2,0,0,0,0
2645,PKR,MOHD ROSLAN BIN PUTEH,7803,492,2013,Kelantan,GUCHIL,031-040,Menang,15297,51.01000196,19088,85,12,3,0,0,0,0
2646,UMNO,HAJI NIK SAPEIA BIN NIK YUSOF,7311,0,2013,Kelantan,GUCHIL,031-040,Kalah,15297,47.79368504,19088,85,12,3,0,0,0,0
2647,IND,MUHAMAD BUSTAMAN BIN YAACOB,146,0,2013,Kelantan,GUCHIL,031-040,Kalah,15297,0.95443551,19088,85,12,3,0,0,0,0
2648,IND,MD NASIR BIN AHMAD,37,0,2013,Kelantan,GUCHIL,031-040,Kalah,15297,0.241877492,19088,85,12,3,0,0,0,0
2649,PAS,MOHD FAUZI BIN ABDULLAH,7802,1633,2013,Kelantan,MANEK URAI,031-041,Menang,13971,55.8442488,15879,100,0,0,0,0,0,0
2650,UMNO,CHE JALAL BIN MUDA,6169,0,2013,Kelantan,MANEK URAI,031-041,Kalah,13971,44.1557512,15879,100,0,0,0,0,0,0
2651,UMNO,RAMZI BIN AB RAHMAN,4612,229,2013,Kelantan,DABONG,031-042,Menang,8995,51.27292941,10460,99,0,0,0,0,0,0
2652,PAS,KU MOHD ZAKI BIN KU HUSSIN,4383,0,2013,Kelantan,DABONG,031-042,Kalah,8995,48.72707059,10460,99,0,0,0,0,0,0
2653,UMNO,MAT YUSOFF BIN ABDUL GHANI,6654,3849,2013,Kelantan,NENGGIRI,032-043,Menang,9827,67.71140735,13661,98,0,0,2,0,0,0
2654,PKR,MOHAMMAD AZIHAN BIN CHE SEMAN,2805,0,2013,Kelantan,NENGGIRI,032-043,Kalah,9827,28.54380788,13661,98,0,0,2,0,0,0
2655,IND,ABDUL AZIZ BIN MOHAMED,368,0,2013,Kelantan,NENGGIRI,032-043,Kalah,9827,3.744784777,13661,98,0,0,2,0,0,0
2656,UMNO,NOZULA BIN MAT DIAH,7847,3937,2013,Kelantan,PALOH,032-044,Menang,11757,66.74321681,11572,81,0,0,19,0,0,0
2657,PKR,AMRAN BIN AB GHANI,3910,0,2013,Kelantan,PALOH,032-044,Kalah,11757,33.25678319,11572,81,0,0,19,0,0,0
2658,UMNO,AB AZIZ BIN YUSOFF,6956,1301,2013,Kelantan,GALAS,032-045,Menang,12611,55.15819523,14962,64,18,2,17,0,0,0
2659,PAS,ABDULLAH BIN HUSSEIN,5655,0,2013,Kelantan,GALAS,032-045,Kalah,12611,44.84180477,14962,64,18,2,17,0,0,0
2660,UMNO,A RAHMAN BIN MOKHTAR,8809,2434,2013,Terengganu,KUALA BESUT,033-001,Menang,15184,58.01501581,17679,99,1,0,0,0,0,0
2661,PAS,NAPISAH BINTI ISMAIL,6375,0,2013,Terengganu,KUALA BESUT,033-001,Kalah,15184,41.98498419,17679,99,1,0,0,0,0,0
2662,UMNO,MOHD MAHDI BIN MUSA,9084,1412,2013,Terengganu,KOTA PUTERA,033-002,Menang,16816,54.01998097,19727,99,1,0,1,0,0,0
2663,PAS,ADAM BIN MAT SAID,7672,0,2013,Terengganu,KOTA PUTERA,033-002,Kalah,16816,45.62321598,19727,99,1,0,1,0,0,0
2664,PKR,MOHAMED ABDUL GHANI BIN HAJI IBRAHIM,60,0,2013,Terengganu,KOTA PUTERA,033-002,Kalah,16816,0.356803045,19727,99,1,0,1,0,0,0
2665,UMNO,MUHAMMAD PEHIMI BIN YUSOF,8396,930,2013,Terengganu,JERTIH,033-003,Menang,15862,52.93153448,18770,96,4,0,0,0,0,0
2666,PAS,WAN AZHAR BIN WAN AHMAD,7466,0,2013,Terengganu,JERTIH,033-003,Kalah,15862,47.06846552,18770,96,4,0,0,0,0,0
2667,UMNO,NAWI BIN MOHAMAD,7884,1570,2013,Terengganu,HULU BESUT,033-004,Menang,14198,55.52894774,16390,99,1,0,0,0,0,0
2668,PAS,SHALAHHUDIN BIN JAAFAR,6314,0,2013,Terengganu,HULU BESUT,033-004,Kalah,14198,44.47105226,16390,99,1,0,0,0,0,0
2669,UMNO,MOHD ISKANDAR BIN JAAFAR,7735,782,2013,Terengganu,JABI,034-005,Menang,14688,52.66203704,16787,99,0,0,0,0,0,0
2670,PAS,AZMAN BIN IBRAHIM,6953,0,2013,Terengganu,JABI,034-005,Kalah,14688,47.33796296,16787,99,0,0,0,0,0,0
2671,UMNO,MOHD JIDIN BIN SHAFEE,9188,2928,2013,Terengganu,PERMAISURI,034-006,Menang,17368,52.90188853,20322,99,1,0,0,0,0,0
2672,PKR,WAN MOKHTAR BIN WAN IBRAHIM,6260,0,2013,Terengganu,PERMAISURI,034-006,Kalah,17368,36.04329802,20322,99,1,0,0,0,0,0
2673,IND,MOHD YUSOP BIN MAJID,1920,0,2013,Terengganu,PERMAISURI,034-006,Kalah,17368,11.05481345,20322,99,1,0,0,0,0,0
2674,UMNO,SABRI BIN MOHD NOOR,8425,3022,2013,Terengganu,LANGKAP,034-007,Menang,13828,60.92710443,16124,100,0,0,0,0,0,0
2675,PAS,HASSAN BIN KARIM,5403,0,2013,Terengganu,LANGKAP,034-007,Kalah,13828,39.07289557,16124,100,0,0,0,0,0,0
2676,UMNO,BAZLAN BIN ABD RAHMAN,7008,1635,2013,Terengganu,BATU RAKIT,034-008,Menang,12381,56.60285922,14047,100,0,0,0,0,0,0
2677,PAS,CHE GHANI BIN CHE AMBAK,5373,0,2013,Terengganu,BATU RAKIT,034-008,Kalah,12381,43.39714078,14047,100,0,0,0,0,0,0
2678,PAS,HISHAMUDDIN BIN ABDUL KARIM,11128,229,2013,Terengganu,TEPUH,035-009,Menang,22027,50.51981659,25162,99,1,0,0,0,0,0
2679,UMNO,MUHAMMAD RAMLI BIN HAJI NUH,10899,0,2013,Terengganu,TEPUH,035-009,Kalah,22027,49.48018341,25162,99,1,0,0,0,0,0
2680,PAS,RIDZUAN BIN HASHIM,9098,109,2013,Terengganu,TELUK PASU,035-010,Menang,18087,50.30132139,20121,98,2,0,0,0,0,0
2681,UMNO,ABDUL RAHIN BIN MOHD SAID,8989,0,2013,Terengganu,TELUK PASU,035-010,Kalah,18087,49.69867861,20121,98,2,0,0,0,0,0
2682,UMNO,AHMAD RAZIF BIN ABD RAHMAN,7731,1510,2013,Terengganu,SEBERANG TAKIR,035-011,Menang,14025,55.12299465,16212,99,0,0,1,0,0,0
2683,PAS,ZAKARIA BIN DAGANG,6221,0,2013,Terengganu,SEBERANG TAKIR,035-011,Kalah,14025,44.35650624,16212,99,0,0,1,0,0,0
2684,PKR,AHMAD NAZRI BIN MOHD YUSOF,73,0,2013,Terengganu,SEBERANG TAKIR,035-011,Kalah,14025,0.520499109,16212,99,0,0,1,0,0,0
2685,PAS,ALIAS BIN RAZAK,6801,652,2013,Terengganu,BUKIT TUNGGAL,035-012,Menang,12950,52.51737452,14743,99,1,0,0,0,0,0
2686,UMNO,ISMAIL BIN NIK,6149,0,2013,Terengganu,BUKIT TUNGGAL,035-012,Kalah,12950,47.48262548,14743,99,1,0,0,0,0,0
2687,PAS,MOHD ABDUL WAHID BIN ENDUT,12427,2810,2013,Terengganu,WAKAF MEMPELAM,036-013,Menang,22044,56.3736164,25240,100,0,0,0,0,0,0
2688,UMNO,WAN MAHYUDIN BIN W NGAH,9617,0,2013,Terengganu,WAKAF MEMPELAM,036-013,Kalah,22044,43.6263836,25240,100,0,0,0,0,0,0
2689,PKR,AZAN BIN ISMAIL,9413,2159,2013,Terengganu,BANDAR,036-014,Menang,16667,56.47687046,20390,63,36,1,0,0,0,0
2690,MCA,DATO' TOH CHIN YAW,7254,0,2013,Terengganu,BANDAR,036-014,Kalah,16667,43.52312954,20390,63,36,1,0,0,0,0
2691,PAS,TENGKU HASSAN BIN TENGKU OMAR,9066,924,2013,Terengganu,LADANG,036-015,Menang,17208,52.68479777,20089,91,8,1,0,0,0,0
2692,UMNO,DATO' WAN AHMAD FARID BIN WAN SALLEH,8142,0,2013,Terengganu,LADANG,036-015,Kalah,17208,47.31520223,20089,91,8,1,0,0,0,0
2693,PAS,SYED AZMAN BIN SYED AHMAD NAWAWI,13679,2273,2013,Terengganu,BATU BURUK,036-016,Menang,25085,54.53059597,28687,98,2,0,0,0,0,0
2694,UMNO,DATO' HJ CHE MAT BIN JUSOH,11406,0,2013,Terengganu,BATU BURUK,036-016,Kalah,25085,45.46940403,28687,98,2,0,0,0,0,0
2695,PAS,ARIFFIN BIN DERAMAN,10844,645,2013,Terengganu,ALUR LIMBAT,037-017,Menang,21117,51.35199129,23983,96,3,0,0,0,0,0
2696,UMNO,ALIAS BIN ABDULLAH,10199,0,2013,Terengganu,ALUR LIMBAT,037-017,Kalah,21117,48.29758015,23983,96,3,0,0,0,0,0
2697,IND,JA'AFAR BIN JAMBOL,74,0,2013,Terengganu,ALUR LIMBAT,037-017,Kalah,21117,0.350428565,23983,96,3,0,0,0,0,0
2698,PAS,MOHD NOR BIN HAMZAH,9342,613,2013,Terengganu,BUKIT PAYUNG,037-018,Menang,18071,51.69608765,20063,100,0,0,0,0,0,0
2699,UMNO,ZAIDI BIN MUDA,8729,0,2013,Terengganu,BUKIT PAYUNG,037-018,Kalah,18071,48.30391235,20063,100,0,0,0,0,0,0
2700,PAS,ABDUL HADI BIN AWANG,11468,2819,2013,Terengganu,RU RENDANG,037-019,Menang,20117,57.00651191,22662,100,0,0,0,0,0,0
2701,UMNO,NIK DIR BIN NIK WAN KU,8649,0,2013,Terengganu,RU RENDANG,037-019,Kalah,20117,42.99348809,22662,100,0,0,0,0,0,0
2702,UMNO,A LATIFF BIN AWANG,11677,1848,2013,Terengganu,PENGKALAN BERANGAN,037-020,Menang,21506,54.2964754,24087,96,4,0,0,0,0,0
2703,PAS,SULAIMAN BIN SULONG,9829,0,2013,Terengganu,PENGKALAN BERANGAN,037-020,Kalah,21506,45.7035246,24087,96,4,0,0,0,0,0
2704,UMNO,ROZI BIN MAMAT,10262,6864,2013,Terengganu,TELEMUNG,038-021,Menang,13660,75.12445095,15742,99,0,0,1,0,0,0
2705,PKR,NARAWI BIN EMBONG,3398,0,2013,Terengganu,TELEMUNG,038-021,Kalah,13660,24.87554905,15742,99,0,0,1,0,0,0
2706,PAS,HILMI BIN HARUN,6873,588,2013,Terengganu,MANIR,038-022,Menang,13158,52.23438212,14637,100,0,0,0,0,0,0
2707,UMNO,YUSOF BIN AWANG HITAM,6285,0,2013,Terengganu,MANIR,038-022,Kalah,13158,47.76561788,14637,100,0,0,0,0,0,0
2708,UMNO,T PUTERA BIN T AWANG,6917,449,2013,Terengganu,KUALA BERANG,038-023,Menang,13385,51.67725065,15330,99,1,0,0,0,0,0
2709,PAS,MUHYIDIN BIN ABDUL RASHID,6468,0,2013,Terengganu,KUALA BERANG,038-023,Kalah,13385,48.32274935,15330,99,1,0,0,0,0,0
2710,UMNO,GHAZALI BIN TAIB,8680,2782,2013,Terengganu,AJIL,038-024,Menang,15248,56.92549843,17834,99,1,0,0,0,0,0
2711,PAS,MOHD RAZKI BIN HAJI YAH @ HAJI ALIAS,5898,0,2013,Terengganu,AJIL,038-024,Kalah,15248,38.68048269,17834,99,1,0,0,0,0,0
2712,IND,MOHD NUHAIRI BIN MUHAMMAD,670,0,2013,Terengganu,AJIL,038-024,Kalah,15248,4.394018888,17834,99,1,0,0,0,0,0
2713,UMNO,ROSLEE BIN DAUD,6966,2558,2013,Terengganu,BUKIT BESI,039-025,Menang,11426,60.9662174,13387,99,0,0,0,0,0,0
2714,PAS,ROSLAN BIN ISMAIL,4408,0,2013,Terengganu,BUKIT BESI,039-025,Kalah,11426,38.5786802,13387,99,0,0,0,0,0,0
2715,PKR,MOHD SHAMSUL BIN MAT AMIN,52,0,2013,Terengganu,BUKIT BESI,039-025,Kalah,11426,0.455102398,13387,99,0,0,0,0,0,0
2716,PAS,ALIAS BIN HARUN,8964,141,2013,Terengganu,RANTAU ABANG,039-026,Menang,17877,50.14264138,20618,99,1,0,0,0,0,0
2717,UMNO,ZA'ABAR BIN MOHD ADIB,8823,0,2013,Terengganu,RANTAU ABANG,039-026,Kalah,17877,49.35391844,20618,99,1,0,0,0,0,0
2718,IND,MAZLAN BIN HARUN,90,0,2013,Terengganu,RANTAU ABANG,039-026,Kalah,17877,0.503440175,20618,99,1,0,0,0,0,0
2719,PAS,WAN HAPANDI BIN WAN NIK,8952,2957,2013,Terengganu,SURA,039-027,Menang,14947,59.89161705,17705,91,9,1,0,0,0,0
2720,UMNO,ZAKARIAH BIN ALI,5995,0,2013,Terengganu,SURA,039-027,Kalah,14947,40.10838295,17705,91,9,1,0,0,0,0
2721,PAS,SATIFUL BAHARI BIN MAMAT,12138,1287,2013,Terengganu,PAKA,039-028,Menang,22989,52.79916482,26464,95,5,0,0,0,0,0
2722,UMNO,MATULIDI BIN JUSOH,10851,0,2013,Terengganu,PAKA,039-028,Kalah,22989,47.20083518,26464,95,5,0,0,0,0,0
2723,UMNO,ROSLI BIN OTHMAN,8230,898,2013,Terengganu,KEMASEK,040-029,Menang,16200,50.80246914,27155,96,3,1,1,0,0,0
2724,PAS,CHE ALIAS BIN HAMID,7332,0,2013,Terengganu,KEMASEK,040-029,Kalah,16200,45.25925926,27155,96,3,1,1,0,0,0
2725,IND,ZULKIFLEE BIN SALLEH,638,0,2013,Terengganu,KEMASEK,040-029,Kalah,16200,3.938271605,27155,96,3,1,1,0,0,0
2726,UMNO,AHMAD BIN SAID,10574,4204,2013,Terengganu,KIJAL,040-030,Menang,16944,62.40557129,18847,95,4,0,0,0,0,0
2727,PAS,HAZRI BIN JUSOH,6370,0,2013,Terengganu,KIJAL,040-030,Kalah,16944,37.59442871,18847,95,4,0,0,0,0,0
2728,PAS,HANAFIAH BIN MAT,12457,2446,2013,Terengganu,CHUKAI,040-031,Menang,22468,55.44329713,19269,97,2,0,0,0,0,0
2729,UMNO,WAN AHMAD NIZAM BIN WAN ABDUL HAMID,10011,0,2013,Terengganu,CHUKAI,040-031,Kalah,22468,44.55670287,19269,97,2,0,0,0,0,0
2730,UMNO,WAN ABDUL HAKIM BIN WAN MOKHTAR,13523,3633,2013,Terengganu,AIR PUTIH,040-032,Menang,23413,57.75851023,26715,85,14,1,0,0,0,0
2731,PAS,AB RAZAK BIN IBRAHIM,9890,0,2013,Terengganu,AIR PUTIH,040-032,Kalah,23413,42.24148977,26715,85,14,1,0,0,0,0
2732,UMNO,MOHD ZAIN BIN AHMAD,8350,1662,2013,Penang,PENAGA,041-001,Menang,15038,55.5260008,16681,91,9,0,0,0,0,0
2733,PAS,ROSIDI BIN HUSSAIN,6688,0,2013,Penang,PENAGA,041-001,Kalah,15038,44.4739992,16681,91,9,0,0,0,0,0
2734,UMNO,SHARIFUL AZHAR BIN OTHMAN,7939,1642,2013,Penang,BERTAM,041-002,Menang,14236,55.7670694,16221,66,25,9,0,0,0,0
2735,PKR,SYED MIKAEL RIZAL AIDID,6297,0,2013,Penang,BERTAM,041-002,Kalah,14236,44.2329306,16221,66,25,9,0,0,0,0
2736,UMNO,ROSLAN BIN SAIDIN,9155,1587,2013,Penang,PINANG TUNGGAL,041-003,Menang,16723,54.74496203,18733,73,23,4,0,0,0,0
2737,PKR,AHMAD ZAKIYUDDIN BIN ABD RAHMAN,7568,0,2013,Penang,PINANG TUNGGAL,041-003,Kalah,16723,45.25503797,18733,73,23,4,0,0,0,0
2738,UMNO,OMAR BIN HAJI ABD HAMID,8913,1621,2013,Penang,PERMATANG BERANGAN,042-004,Menang,16205,55.00154273,18336,83,8,9,0,0,0,0
2739,PAS,ARSHAD BIN MD SALLEH,7292,0,2013,Penang,PERMATANG BERANGAN,042-004,Kalah,16205,44.99845727,18336,83,8,9,0,0,0,0
2740,UMNO,MUHAMAD YUSOFF BIN MOHD NOOR,7951,357,2013,Penang,SUNGAI DUA,042-005,Menang,15889,50.0409088,17871,84,14,2,0,0,0,0
2741,PAS,ZAHADI BIN HJ MOHD,7594,0,2013,Penang,SUNGAI DUA,042-005,Kalah,15889,47.79407137,17871,84,14,2,0,0,0,0
2742,IND,MOHD SHARIFF BIN OMAR,344,0,2013,Penang,SUNGAI DUA,042-005,Kalah,15889,2.165019825,17871,84,14,2,0,0,0,0
2743,UMNO,JAHARA BINTI HAMID,8040,840,2013,Penang,TELOK AYER TAWAR,042-006,Menang,15240,52.75590551,17835,67,22,10,1,0,0,0
2744,PKR,NORHAYATI BINTI JAAFAR,7200,0,2013,Penang,TELOK AYER TAWAR,042-006,Kalah,15240,47.24409449,17835,67,22,10,1,0,0,0
2745,DAP,PHEE BOON POH,19381,16207,2013,Penang,SUNGAI PUYU,043-007,Menang,22555,85.92773221,25282,7,85,7,0,0,0,0
2746,MCA,SUM YOO KEONG,3174,0,2013,Penang,SUNGAI PUYU,043-007,Kalah,22555,14.07226779,25282,7,85,7,0,0,0,0
2747,DAP,LIM HOCK SENG,16416,11855,2013,Penang,BAGAN JERMAL,043-008,Menang,21092,77.83045705,24608,17,68,15,0,0,0,0
2748,MCA,TAN CHUAN HONG,4561,0,2013,Penang,BAGAN JERMAL,043-008,Kalah,21092,21.62431254,24608,17,68,15,0,0,0,0
2749,PCM,LIM KIM CHU,115,0,2013,Penang,BAGAN JERMAL,043-008,Kalah,21092,0.545230419,24608,17,68,15,0,0,0,0
2750,DAP,TANASEKHARAN A/L AUTHERAPADY,10253,5161,2013,Penang,BAGAN DALAM,043-009,Menang,15446,66.37964522,18613,25,51,24,1,0,0,0
2751,MIC,KARUPPANAN A/L M MALAIRAJA,5092,0,2013,Penang,BAGAN DALAM,043-009,Kalah,15446,32.96646381,18613,25,51,24,1,0,0,0
2752,PCM,LIM SEANG TEIK,76,0,2013,Penang,BAGAN DALAM,043-009,Kalah,15446,0.492036773,18613,25,51,24,1,0,0,0
2753,IND,ASOGHAN A/L GOVINDARAJU,25,0,2013,Penang,BAGAN DALAM,043-009,Kalah,15446,0.161854202,18613,25,51,24,1,0,0,0
2754,PKR,AFIF BIN BAHARDIN,14148,2459,2013,Penang,SEBERANG JAYA,044-010,Menang,26088,54.23183073,29964,64,23,12,1,0,0,0
2755,UMNO,MOHAMMAD NASIR BIN ABDULLAH,11689,0,2013,Penang,SEBERANG JAYA,044-010,Kalah,26088,44.80604109,29964,64,23,12,1,0,0,0
2756,IND,SHAMSUT TABREJ BIN GM ISMAIL MARICAR,251,0,2013,Penang,SEBERANG JAYA,044-010,Kalah,26088,0.962128182,29964,64,23,12,1,0,0,0
2757,PAS,MOHD SALLEH BIN MAN,13479,6826,2013,Penang,PERMATANG PASIR,044-011,Menang,20132,66.95310948,22905,73,25,2,0,0,0,0
2758,UMNO,ANUAR FAISAL BIN YAHAYA,6653,0,2013,Penang,PERMATANG PASIR,044-011,Kalah,20132,33.04689052,22905,73,25,2,0,0,0,0
2759,PKR,NORLELA BINTI ARIFFIN,9387,2339,2013,Penang,PENANTI,044-012,Menang,16435,57.11591117,18830,76,22,2,1,0,0,0
2760,UMNO,IBRAHIM BIN AHMAD,7048,0,2013,Penang,PENANTI,044-012,Kalah,16435,42.88408883,18830,76,22,2,1,0,0,0
2761,DAP,ONG KOK FOOI,16995,14765,2013,Penang,BERAPIT,045-013,Menang,19225,88.40052016,22394,4,86,10,0,0,0,0
2762,MCA,LAU CHIEK TUAN,2230,0,2013,Penang,BERAPIT,045-013,Kalah,19225,11.59947984,22394,4,86,10,0,0,0,0
2763,PKR,LEE KHAI LOON,19080,11900,2013,Penang,MACHANG BUBOK,045-014,Menang,26995,70.67975551,30771,37,52,11,0,0,0,0
2764,GERAKAN,TAN LOK HEAH,7180,0,2013,Penang,MACHANG BUBOK,045-014,Kalah,26995,26.59751806,30771,37,52,11,0,0,0,0
2765,IND,WAN BALKIS BIN WAN ABDULLAH,252,0,2013,Penang,MACHANG BUBOK,045-014,Kalah,26995,0.933506205,30771,37,52,11,0,0,0,0
2766,IND,TAN HOCK LEONG,172,0,2013,Penang,MACHANG BUBOK,045-014,Kalah,26995,0.637155029,30771,37,52,11,0,0,0,0
2767,KITA,VIKNESWARAN A/L MUNIANDY,159,0,2013,Penang,MACHANG BUBOK,045-014,Kalah,26995,0.588997963,30771,37,52,11,0,0,0,0
2768,IND,OOI SUAN HOE,152,0,2013,Penang,MACHANG BUBOK,045-014,Kalah,26995,0.563067235,30771,37,52,11,0,0,0,0
2769,DAP,CHONG ENG,18657,14930,2013,Penang,PADANG LALANG,045-015,Menang,22384,83.34971408,25831,11,82,7,0,0,0,0
2770,MCA,TAN TEIK CHENG,3727,0,2013,Penang,PADANG LALANG,045-015,Kalah,22384,16.65028592,25831,11,82,7,0,0,0,0
2771,DAP,PRAMASAMY A/L PALANISAMY,10549,7959,2013,Penang,PERAI,046-016,Menang,13323,79.17886362,16058,11,52,36,1,0,0,0
2772,MIC,KRISHNAN A/L LETCHUMANAN,2590,0,2013,Penang,PERAI,046-016,Kalah,13323,19.44006605,16058,11,52,36,1,0,0,0
2773,IND,MUHAMMAD RIDHWAN BIN SULAIMAN,184,0,2013,Penang,PERAI,046-016,Kalah,13323,1.38107033,16058,11,52,36,1,0,0,0
2774,PKR,ONG CHIN WEN,10730,5190,2013,Penang,BUKIT TENGAH,046-017,Menang,16452,65.22003404,18928,36,46,18,0,0,0,0
2775,GERAKAN,TENG CHANG YEOW,5540,0,2013,Penang,BUKIT TENGAH,046-017,Kalah,16452,33.67371748,18928,36,46,18,0,0,0,0
2776,IND,MOHAN A/L APPAROO,182,0,2013,Penang,BUKIT TENGAH,046-017,Kalah,16452,1.10624848,18928,36,46,18,0,0,0,0
2777,PKR,LAW CHOO KIANG,15217,11020,2013,Penang,BUKIT TAMBUN,046-018,Menang,19647,77.4520283,22514,14,67,19,0,0,0,0
2778,GERAKAN,LAI CHEW HOCK,4197,0,2013,Penang,BUKIT TAMBUN,046-018,Kalah,19647,21.36204001,22514,14,67,19,0,0,0,0
2779,IND,A'ZISS BIN ZAINAL ABIDDIN,142,0,2013,Penang,BUKIT TAMBUN,046-018,Kalah,19647,0.722756655,22514,14,67,19,0,0,0,0
2780,IND,LOGANATHAN A/L AYYAYU,91,0,2013,Penang,BUKIT TAMBUN,046-018,Kalah,19647,0.463175039,22514,14,67,19,0,0,0,0
2781,DAP,SOON LIP CHEE,15219,9076,2013,Penang,JAWI,047-019,Menang,21362,71.24332928,24735,23,54,24,0,0,0,0
2782,MCA,TAN CHENG LIANG,6143,0,2013,Penang,JAWI,047-019,Kalah,21362,28.75667072,24735,23,54,24,0,0,0,0
