,Parti,Nama Calon,Undi,Majoriti,Tahun,Negeri,Kawasan DUN,Kod Parlimen,Keputusan,Jumlah Undi,Bahagian Undi(%),Jumlah Layak Mengundi,Pengundi Melayu(%),Pengundi Cina(%),Pengundi India(%),Pengundi Lain-Lain(%),Pengundi Melayu Islam Bumiputera(%),Pengundi Melayu Bukan Islam Bumiputera(%),Pengundi Sabah Bumiputera(%)
2783,PKR,MAKTAR BIN HJ SHAPEE,9258,1805,2013,Penang,SUNGAI BAKAP,047-020,Menang,16711,55.40063431,19051,57,25,18,0,0,0,0
2784,UMNO,MOHD FOAD BIN HJ MAT ISA,7453,0,2013,Penang,SUNGAI BAKAP,047-020,Kalah,16711,44.59936569,19051,57,25,18,0,0,0,0
2785,UMNO,MAHMUD BIN ZAKARIA,6891,808,2013,Penang,SUNGAI ACHEH,047-021,Menang,13664,50.43179157,15559,66,26,8,0,0,0,0
2786,PKR,BADRUL HISHAM BIN SHAHARIN,6083,0,2013,Penang,SUNGAI ACHEH,047-021,Kalah,13664,44.51844262,15559,66,26,8,0,0,0,0
2787,PAS,MOHD YUSNI BIN MAT PIAH,690,0,2013,Penang,SUNGAI ACHEH,047-021,Kalah,13664,5.049765808,15559,66,26,8,0,0,0,0
2788,DAP,TEH YEE CHEU,11033,5515,2013,Penang,TANJUNG BUNGAH,048-022,Menang,16584,66.52797877,20068,25,61,12,2,0,0,0
2789,GERAKAN,CHIA KWANG CHYE,5518,0,2013,Penang,TANJUNG BUNGAH,048-022,Kalah,16584,33.27303425,20068,25,61,12,2,0,0,0
2790,IND,MAR SEONG LENG @ BEH SEONG LENG,33,0,2013,Penang,TANJUNG BUNGAH,048-022,Kalah,16584,0.198986975,20068,25,61,12,2,0,0,0
2791,DAP,LIM GUAN ENG,9626,7744,2013,Penang,AIR PUTIH,048-023,Menang,11508,83.64615919,13803,9,83,8,1,0,0,0
2792,MCA,TAN KEN KEONG,1882,0,2013,Penang,AIR PUTIH,048-023,Kalah,11508,16.35384081,13803,9,83,8,1,0,0,0
2793,PKR,CHEAH KAH PENG,12366,9030,2013,Penang,KEBUN BUNGA,048-024,Menang,15861,77.96481937,19278,7,77,15,1,0,0,0
2794,GERAKAN,HNG CHEE WEY,3336,0,2013,Penang,KEBUN BUNGA,048-024,Kalah,15861,21.03272177,19278,7,77,15,1,0,0,0
2795,IND,JAYARAMAN A/L K KUNCHU KANNU,159,0,2013,Penang,KEBUN BUNGA,048-024,Kalah,15861,1.002458861,19278,7,77,15,1,0,0,0
2796,DAP,YAP SOO HUEY,11256,8220,2013,Penang,PULAU TIKUS,048-025,Menang,14292,78.75734677,17936,12,78,8,2,0,0,0
2797,GERAKAN,ROWENA YAM,3036,0,2013,Penang,PULAU TIKUS,048-025,Kalah,14292,21.24265323,17936,12,78,8,2,0,0,0
2798,DAP,CHOW KON YEOW,9563,7196,2013,Penang,PADANG KOTA,049-026,Menang,11930,80.15926236,15375,6,78,16,1,0,0,0
2799,GERAKAN,OH TONG KEONG,2367,0,2013,Penang,PADANG KOTA,049-026,Kalah,11930,19.84073764,15375,6,78,16,1,0,0,0
2800,DAP,LAU KENG EE,15403,13600,2013,Penang,PENGKALAN KOTA,049-027,Menang,17206,89.52109729,19980,1,94,5,0,0,0,0
2801,MCA,LOKE CHEANG GIN @ LOKE POH CHYE,1803,0,2013,Penang,PENGKALAN KOTA,049-027,Kalah,17206,10.47890271,19980,1,94,5,0,0,0,0
2802,DAP,TEH LAI HENG,10669,8114,2013,Penang,KOMTAR,049-028,Menang,13249,80.52683221,16132,9,83,8,1,0,0,0
2803,MCA,LOH CHYE TEIK,2555,0,2013,Penang,KOMTAR,049-028,Kalah,13249,19.2844743,16132,9,83,8,1,0,0,0
2804,PCM,LIEW YEOW HOOI,25,0,2013,Penang,KOMTAR,049-028,Kalah,13249,0.188693486,16132,9,83,8,1,0,0,0
2805,DAP,JAGDEEP SINGH DEO A/L KARPAL SINGH,11720,5020,2013,Penang,DATOK KERAMAT,050-029,Menang,18420,63.62649294,21900,29,57,14,1,0,0,0
2806,GERAKAN,ONG THEAN LYE,6700,0,2013,Penang,DATOK KERAMAT,050-029,Kalah,18420,36.37350706,21900,29,57,14,1,0,0,0
2807,DAP,LIM SIEW KHIM,12354,4707,2013,Penang,SUNGAI PINANG,050-030,Menang,20142,61.33452487,23501,31,54,14,0,0,0,0
2808,GERAKAN,THOR TEONG GEE,7647,0,2013,Penang,SUNGAI PINANG,050-030,Kalah,20142,37.96544534,23501,31,54,14,0,0,0,0
2809,IND,MOHAMED YACOOB BIN MOHAMED NOOR,141,0,2013,Penang,SUNGAI PINANG,050-030,Kalah,20142,0.700029789,23501,31,54,14,0,0,0,0
2810,DAP,LAW HENG KIANG,18760,15364,2013,Penang,BATU LANCANG,050-031,Menang,22156,84.67232352,25846,7,86,6,1,0,0,0
2811,GERAKAN,LEE BOON TEN,3396,0,2013,Penang,BATU LANCANG,050-031,Kalah,22156,15.32767648,25846,7,86,6,1,0,0,0
2812,DAP,SANISVARA NETHAJI RAYER A/L RAJAJI,14478,9277,2013,Penang,SERI DELIMA,051-032,Menang,19679,73.57081152,23841,23,66,11,1,0,0,0
2813,MCA,LOW JOO HIAP,5201,0,2013,Penang,SERI DELIMA,051-032,Kalah,19679,26.42918848,23841,23,66,11,1,0,0,0
2814,DAP,WONG HON WAI,11367,7434,2013,Penang,AIR ITAM,051-033,Menang,15300,74.29411765,18407,21,69,9,1,0,0,0
2815,GERAKAN,LOO JIEH SHENG,3933,0,2013,Penang,AIR ITAM,051-033,Kalah,15300,25.70588235,18407,21,69,9,1,0,0,0
2816,DAP,YEOH SOON HIN,30295,25719,2013,Penang,PAYA TERUBONG,051-034,Menang,34871,86.87734794,39649,6,82,11,0,0,0,0
2817,MCA,KOH WAN LEONG,4576,0,2013,Penang,PAYA TERUBONG,051-034,Kalah,34871,13.12265206,39649,6,82,11,0,0,0,0
2818,PKR,JAYABALAN A/L A THAMBYAPPA,17017,9857,2013,Penang,BATU UBAN,052-035,Menang,24429,69.65901183,28649,27,60,13,1,0,0,0
2819,GERAKAN,GOH KHENG SNEAH,7160,0,2013,Penang,BATU UBAN,052-035,Kalah,24429,29.30942732,28649,27,60,13,1,0,0,0
2820,IND,MOHD NOOR SIRAJAJUDEEN BIN MOHD ABDUL KADER,186,0,2013,Penang,BATU UBAN,052-035,Kalah,24429,0.761390151,28649,27,60,13,1,0,0,0
2821,IND,BARATHARAJAN A/L NARAYANASAMY PILLAI,40,0,2013,Penang,BATU UBAN,052-035,Kalah,24429,0.163739817,28649,27,60,13,1,0,0,0
2822,IND,RAJENDRA A/L AMMASI,26,0,2013,Penang,BATU UBAN,052-035,Kalah,24429,0.106430881,28649,27,60,13,1,0,0,0
2823,PKR,MOHD RASHID BIN HASNON,11805,5354,2013,Penang,PANTAI JEREJAK,052-036,Menang,18256,64.66367222,21560,39,49,11,1,0,0,0
2824,GERAKAN,WONG MUN HOE,6451,0,2013,Penang,PANTAI JEREJAK,052-036,Kalah,18256,35.33632778,21560,39,49,11,1,0,0,0
2825,PKR,ABDUL MALIK BIN ABDUL KASSIM,14265,3390,2013,Penang,BATU MAUNG,052-037,Menang,25218,56.56673804,28946,51,39,9,1,0,0,0
2826,UMNO,MANSOR BIN MUSA,10875,0,2013,Penang,BATU MAUNG,052-037,Kalah,25218,43.12395908,28946,51,39,9,1,0,0,0
2827,IND,RAHMAD BIN ISAHAK,78,0,2013,Penang,BATU MAUNG,052-037,Kalah,25218,0.309302879,28946,51,39,9,1,0,0,0
2828,UMNO,NORDIN BIN AHMAD,9408,458,2013,Penang,BAYAN LEPAS,053-038,Menang,18484,50.89807401,21277,64,31,5,0,0,0,0
2829,PAS,ASNAH BINTI HASHIM,8950,0,2013,Penang,BAYAN LEPAS,053-038,Kalah,18484,48.42025536,21277,64,31,5,0,0,0,0
2830,IND,VELLAUTHAM A/L ARUMUGAM,126,0,2013,Penang,BAYAN LEPAS,053-038,Kalah,18484,0.681670634,21277,64,31,5,0,0,0,0
2831,UMNO,MUHAMAD FARID BIN SAAD,6852,395,2013,Penang,PULAU BETONG,053-039,Menang,13309,51.48395822,15316,63,34,3,0,0,0,0
2832,PKR,MOHD TUAH BIN ISMAIL,6457,0,2013,Penang,PULAU BETONG,053-039,Kalah,13309,48.51604178,15316,63,34,3,0,0,0,0
2833,UMNO,SHAH HAEDAN BIN AYOOB HUSSAIN SHAH,6034,801,2013,Penang,TELOK BAHANG,053-040,Menang,11267,53.55462856,13048,64,33,3,0,0,0,0
2834,PKR,ABDUL HALIM BIN HUSSAIN,5233,0,2013,Penang,TELOK BAHANG,053-040,Kalah,11267,46.44537144,13048,64,33,3,0,0,0,0
2835,UMNO,AZNEL BIN IBRAHIM,7206,3361,2013,Perak,PENGKALAN HULU,054-001,Menang,11051,65.20676862,13924,73,10,6,11,0,0,0
2836,PKR,ABDULLAH BIN MASNAN,3845,0,2013,Perak,PENGKALAN HULU,054-001,Kalah,11051,34.79323138,13924,73,10,6,11,0,0,0
2837,UMNO,SALBIAH BINTI MOHAMED,9331,3215,2013,Perak,TEMEGOR,054-002,Menang,15447,60.40655143,18801,65,20,2,13,0,0,0
2838,PKR,MHD SUPIAN BIN NORDIN,6116,0,2013,Perak,TEMEGOR,054-002,Kalah,15447,39.59344857,18801,65,20,2,13,0,0,0
2839,UMNO,MOHD TARMIZI BIN IDRIS,8216,3335,2013,Perak,KENERING,055-003,Menang,13097,62.73192334,15830,83,12,1,4,0,0,0
2840,PKR,MOHAMD TARMIZI BIN ABDUL HAMID,4881,0,2013,Perak,KENERING,055-003,Kalah,13097,37.26807666,15830,83,12,1,4,0,0,0
2841,UMNO,SAARANI BIN MOHAMAD,5893,1844,2013,Perak,KOTA TAMPAN,055-004,Menang,9942,59.27378797,12120,81,17,2,0,0,0,0
2842,PKR,ZAHRUL NIZAM BIN ABDUL MAJID,4049,0,2013,Perak,KOTA TAMPAN,055-004,Kalah,9942,40.72621203,12120,81,17,2,0,0,0,0
2843,UMNO,MOHAMAD DAUD BIN MOHD YUSOFF,6854,619,2013,Perak,SELAMA,056-005,Menang,13089,52.36458095,15403,85,9,6,0,0,0,0
2844,PAS,MOHD AKMAL BIN KAMARUDIN,6235,0,2013,Perak,SELAMA,056-005,Kalah,13089,47.63541905,15403,85,9,6,0,0,0,0
2845,UMNO,AHMAD HASBULLAH BIN ALIAS,5807,1085,2013,Perak,KUBU GAJAH,056-006,Menang,10529,55.15243613,12611,93,2,5,1,0,0,0
2846,PAS,MOHD NAZRI BIN DIN,4722,0,2013,Perak,KUBU GAJAH,056-006,Kalah,10529,44.84756387,12611,93,2,5,1,0,0,0
2847,UMNO,MUHAMMAD AMIN BIN ZAKARIA,9789,3834,2013,Perak,BATU KURAU,056-007,Menang,15744,62.17606707,18563,90,3,7,0,0,0,0
2848,PKR,MOHAMMAD FADZIL BIN ALIAS,5955,0,2013,Perak,BATU KURAU,056-007,Kalah,15744,37.82393293,18563,90,3,7,0,0,0,0
2849,PAS,ABU BAKAR BIN HAJI HUSSIAN,12839,1794,2013,Perak,TITI SERONG,057-008,Menang,23884,53.75565232,28107,75,17,8,0,0,0,0
2850,UMNO,ABU BAKAR BIN MAT ALI,11045,0,2013,Perak,TITI SERONG,057-008,Kalah,23884,46.24434768,28107,75,17,8,0,0,0,0
2851,PKR,ABDUL YUNUS B JAMAHRI,12336,5014,2013,Perak,KUALA KURAU,057-009,Menang,19658,62.75307763,23315,60,39,2,0,0,0,0
2852,UMNO,MOHD SALLEH BIN MAT DISA,7322,0,2013,Perak,KUALA KURAU,057-009,Kalah,19658,37.24692237,23315,60,39,2,0,0,0,0
2853,UMNO,SHAM BIN MAT SAHAT,8286,2196,2013,Perak,ALOR PONGSU,058-010,Menang,14481,57.21980526,17666,72,11,16,0,0,0,0
2854,PKR,ROSLI BIN IBRAHIM,6090,0,2013,Perak,ALOR PONGSU,058-010,Kalah,14481,42.05510669,17666,72,11,16,0,0,0,0
2855,IND,SHAMSUL AMIR BIN RAMLY,105,0,2013,Perak,ALOR PONGSU,058-010,Kalah,14481,0.725088046,17666,72,11,16,0,0,0,0
2856,PAS,MOHD ZAWAWI BIN ABU HASSAN,8354,1405,2013,Perak,GUNONG SEMANGGOL,058-011,Menang,15374,54.33849356,18287,82,13,5,1,0,0,0
2857,UMNO,ZULKARNAIN BIN ISMAIL,6949,0,2013,Perak,GUNONG SEMANGGOL,058-011,Kalah,15374,45.19968778,18287,82,13,5,1,0,0,0
2858,IND,HALIDI BIN WAHAB,71,0,2013,Perak,GUNONG SEMANGGOL,058-011,Kalah,15374,0.461818655,18287,82,13,5,1,0,0,0
2859,PAS,HUSIN BIN DIN,8215,809,2013,Perak,SELINSING,058-012,Menang,15621,52.5894629,18839,73,18,9,0,0,0,0
2860,UMNO,SHARUDIN BIN AHMAD,7406,0,2013,Perak,SELINSING,058-012,Kalah,15621,47.4105371,18839,73,18,9,0,0,0,0
2861,PKR,CHUA YEE LING,10775,758,2013,Perak,KUALA SAPETANG,059-013,Menang,21222,50.77278296,25119,63,29,8,0,0,0,0
2862,GERAKAN,LOH SWEE ENG,10017,0,2013,Perak,KUALA SAPETANG,059-013,Kalah,21222,47.20101781,25119,63,29,8,0,0,0,0
2863,BERJASA,ZAINAL ABIDIN BIN ABD RAHMAN,430,0,2013,Perak,KUALA SAPETANG,059-013,Kalah,21222,2.026199227,25119,63,29,8,0,0,0,0
2864,PAS,MOHAMMAD NIZAR BIN JAMALUDDIN,14495,1170,2013,Perak,CHANGKAT JERING,059-014,Menang,27904,51.94595757,33095,63,26,11,1,0,0,0
2865,UMNO,ROSLI BIN HUSIN,13325,0,2013,Perak,CHANGKAT JERING,059-014,Kalah,27904,47.75301032,33095,63,26,11,1,0,0,0
2866,IND,ZULKEFLI BIN IBRAHIM,84,0,2013,Perak,CHANGKAT JERING,059-014,Kalah,27904,0.30103211,33095,63,26,11,1,0,0,0
2867,UMNO,ZABRI BIN ABD WAHID,6353,1804,2013,Perak,TRONG,059-015,Menang,10902,58.27371125,13043,74,17,9,0,0,0,0
2868,PAS,NORAZLI BIN MUSA,4549,0,2013,Perak,TRONG,059-015,Kalah,10902,41.72628875,13043,74,17,9,0,0,0,0
2869,UMNO,MOHAMMAD ZAHIR BIN ABDUL KHALID,11784,887,2013,Perak,KAMUNTING,060-016,Menang,22681,51.95538116,27348,66,19,13,2,0,0,0
2870,PAS,MOHAMAD FAKHRUDIN BIN ABDUL AZIZ,10897,0,2013,Perak,KAMUNTING,060-016,Kalah,22681,48.04461884,27348,66,19,13,2,0,0,0
2871,DAP,TEH KOK LIM,12780,7925,2013,Perak,POKOK ASSAM,060-017,Menang,17827,71.68901105,22360,16,73,11,1,0,0,0
2872,MCA,HO CHENG WANG,4855,0,2013,Perak,POKOK ASSAM,060-017,Kalah,17827,27.23397094,22360,16,73,11,1,0,0,0
2873,IND,MOHD YUSOFF BIN ABDULL HAMID,192,0,2013,Perak,POKOK ASSAM,060-017,Kalah,17827,1.077018006,22360,16,73,11,1,0,0,0
2874,DAP,LEOW THYE YIH,14843,7330,2013,Perak,AULONG,060-018,Menang,22581,65.73225278,28440,26,57,15,2,0,0,0
2875,GERAKAN,SOO KAY PING,7513,0,2013,Perak,AULONG,060-018,Kalah,22581,33.27133431,28440,26,57,15,2,0,0,0
2876,IND,YEW TIAN HOE,225,0,2013,Perak,AULONG,060-018,Kalah,22581,0.996412914,28440,26,57,15,2,0,0,0
2877,UMNO,ZAINUN BIN MAT NOOR,6457,1567,2013,Perak,CHENDEROH,061-019,Menang,11347,56.90490879,13617,80,15,6,0,0,0,0
2878,PAS,MOHAMAD AZALAN BIN MOHAMAD RADZI,4890,0,2013,Perak,CHENDEROH,061-019,Kalah,11347,43.09509121,13617,80,15,6,0,0,0,0
2879,UMNO,SITI SALMAH BINTI MAT JUSAK,6261,53,2013,Perak,LUBOK MERBAU,061-020,Menang,12469,50.21252707,14901,73,18,8,0,0,0,0
2880,PAS,MOHD ZAINUDIN BIN MOHD YUSOF,6208,0,2013,Perak,LUBOK MERBAU,061-020,Kalah,12469,49.78747293,14901,73,18,8,0,0,0,0
2881,UMNO,MOHD ZOLKAFLY BIN HARUN,11444,3977,2013,Perak,LINTANG,062-021,Menang,18911,60.51504415,23433,56,19,15,11,0,0,0
2882,PAS,AHMAD MAZLAN BIN OTHMAN,7467,0,2013,Perak,LINTANG,062-021,Kalah,18911,39.48495585,23433,56,19,15,11,0,0,0
2883,DAP,LOH SZE YEE,13664,6769,2013,Perak,JALONG,062-022,Menang,20559,66.46237657,28163,14,56,27,3,0,0,0
2884,UMNO,LIEW YEW AW,6895,0,2013,Perak,JALONG,062-022,Kalah,20559,33.53762343,28163,14,56,27,3,0,0,0
2885,UMNO,MOHAMAD ZIAD BIN MOHAMED ZAINAL ABIDIN,21511,132,2013,Perak,MANJOI,063-023,Menang,42890,50.15388202,51036,67,22,10,1,0,0,0
2886,PAS,ASMUNI BIN AWI,21379,0,2013,Perak,MANJOI,063-023,Kalah,42890,49.84611798,51036,67,22,10,1,0,0,0
2887,UMNO,AMINUDDIN BIN MD HANAFIAH,18893,6118,2013,Perak,HULU KINTA,063-024,Menang,31918,59.19230528,38399,60,22,15,4,0,0,0
2888,PKR,MATINAGARAN A/L ARUMUGAM,12775,0,2013,Perak,HULU KINTA,063-024,Kalah,31918,40.02443762,38399,60,22,15,4,0,0,0
2889,IND,SULAIMAN BIN ZAKARIYA,250,0,2013,Perak,HULU KINTA,063-024,Kalah,31918,0.783257096,38399,60,22,15,4,0,0,0
2890,DAP,WONG KAH WOH,21068,14444,2013,Perak,CANNING,064-025,Menang,27692,76.07973422,35181,14,76,8,3,0,0,0
2891,GERAKAN,CEYLYN TAY WEI LUNG,6624,0,2013,Perak,CANNING,064-025,Kalah,27692,23.92026578,35181,14,76,8,3,0,0,0
2892,DAP,ONG BOON PIOW,10131,5887,2013,Perak,TEBING TINGGI,064-026,Menang,14375,70.47652174,19006,21,73,6,0,0,0,0
2893,MCA,KHOO BOON CHUAN,4244,0,2013,Perak,TEBING TINGGI,064-026,Kalah,14375,29.52347826,19006,21,73,6,0,0,0,0
2894,DAP,LEE CHUAN HOW,17896,13632,2013,Perak,PASIR PINJI,064-027,Menang,22160,80.75812274,27631,10,88,2,0,0,0,0
2895,MCA,THONG FAH CHONG,4264,0,2013,Perak,PASIR PINJI,064-027,Kalah,22160,19.24187726,27631,10,88,2,0,0,0,0
2896,DAP,CHEONG CHEE KHING,20362,13916,2013,Perak,BERCHAM,065-028,Menang,26901,75.69235344,32816,12,76,11,1,0,0,0
2897,MCA,LIM HUEY SHAN,6446,0,2013,Perak,BERCHAM,065-028,Kalah,26901,23.9619345,32816,12,76,11,1,0,0,0
2898,IND,KALIMUTHU A/L RANGGAYAH,93,0,2013,Perak,BERCHAM,065-028,Kalah,26901,0.345712055,32816,12,76,11,1,0,0,0
2899,DAP,NGA KOR MING,10948,4604,2013,Perak,KEPAYANG,065-029,Menang,17292,63.31251446,22098,24,61,14,2,0,0,0
2900,MCA,CHANG KOK AUN,6344,0,2013,Perak,KEPAYANG,065-029,Kalah,17292,36.68748554,22098,24,61,14,2,0,0,0
2901,DAP,SIVASUBRAMANIAM A/L ATHINARAYANAN,13062,8629,2013,Perak,BUNTONG,065-030,Menang,17883,73.041436,22847,6,44,48,2,0,0,0
2902,MIC,SIVARAJ A/L CHANDRAN,4433,0,2013,Perak,BUNTONG,065-030,Kalah,17883,24.78890566,22847,6,44,48,2,0,0,0
2903,IND,IRUTHIYAM SEBASTIAR A/L ANTHONISAMY,261,0,2013,Perak,BUNTONG,065-030,Kalah,17883,1.459486663,22847,6,44,48,2,0,0,0
2904,IND,MOHD BASRI BIN SHAFIE,127,0,2013,Perak,BUNTONG,065-030,Kalah,17883,0.710171671,22847,6,44,48,2,0,0,0
2905,DAP,TEH HOCK KE,16921,12266,2013,Perak,JELAPANG,066-031,Menang,24144,70.08366468,30032,7,68,25,1,0,0,0
2906,MIC,MOKAN A/L SUPRAMANIAM,4655,0,2013,Perak,JELAPANG,066-031,Kalah,24144,19.28015242,30032,7,68,25,1,0,0,0
2907,PSM,SARASVATHY A/P MUTHU,2568,0,2013,Perak,JELAPANG,066-031,Kalah,24144,10.6361829,30032,7,68,25,1,0,0,0
2908,DAP,LIM PEK HAR,20694,16799,2013,Perak,MENGLEMBU,066-032,Menang,24589,84.15958355,30670,4,90,5,0,0,0,0
2909,MCA,LOO GAR YEN,3895,0,2013,Perak,MENGLEMBU,066-032,Kalah,24589,15.84041645,30670,4,90,5,0,0,0,0
2910,DAP,YONG CHOO KIONG,13243,6191,2013,Perak,TRONOH,066-033,Menang,20295,65.25252525,26885,23,63,14,1,0,0,0
2911,MCA,YIP SZE CHOY,7052,0,2013,Perak,TRONOH,066-033,Kalah,20295,34.74747475,26885,23,63,14,1,0,0,0
2912,UMNO,MASLIN SHAM BIN RAZMAN,7050,959,2013,Perak,BUKIT CHANDAN,067-034,Menang,13196,53.42528039,15979,67,24,7,2,0,0,0
2913,PKR,FATHMAWATY SALIM,6091,0,2013,Perak,BUKIT CHANDAN,067-034,Kalah,13196,46.15792664,15979,67,24,7,2,0,0,0
2914,IND,JAHIDDIN BIN ISA,55,0,2013,Perak,BUKIT CHANDAN,067-034,Kalah,13196,0.416792968,15979,67,24,7,2,0,0,0
2915,UMNO,MOHAMAD KAMIL BIN SHAFIE,7405,231,2013,Perak,MANONG,067-035,Menang,14579,50.79223541,17561,69,24,7,0,0,0,0
2916,PAS,JAMIL BIN DZULKARNAIN,7174,0,2013,Perak,MANONG,067-035,Kalah,14579,49.20776459,17561,69,24,7,0,0,0,0
2917,UMNO,ABD MANAF BIN HASHIM,8281,2505,2013,Perak,PENGKALAN BARU,068-036,Menang,14155,58.50229601,17459,67,23,10,0,0,0,0
2918,PAS,KHAIRUDDIN BIN ABD MALIK,5776,0,2013,Perak,PENGKALAN BARU,068-036,Kalah,14155,40.80536913,17459,67,23,10,0,0,0,0
2919,IND,AHMAD NIZAM BIN IBRAHIM,98,0,2013,Perak,PENGKALAN BARU,068-036,Kalah,14155,0.692334864,17459,67,23,10,0,0,0,0
2920,DAP,WONG MAY ING,17092,9471,2013,Perak,PANTAI REMIS,068-037,Menang,24713,69.16197952,31746,14,68,17,0,0,0,0
2921,MCA,KOH SER YUN,7621,0,2013,Perak,PANTAI REMIS,068-037,Kalah,24713,30.83802048,31746,14,68,17,0,0,0,0
2922,UMNO,MOHD NIZAR BIN ZAKARIA,7691,2963,2013,Perak,BELANJA,069-038,Menang,12419,61.92930188,15010,87,6,6,2,0,0,0
2923,PAS,NAJIHATUSSALEHAH BINTI AHMAD,4728,0,2013,Perak,BELANJA,069-038,Kalah,12419,38.07069812,15010,87,6,6,2,0,0,0
2924,UMNO,NASARUDIN B HASHIM,9504,3448,2013,Perak,BOTA,069-039,Menang,15560,61.07969152,18493,97,0,0,2,0,0,0
2925,PKR,ZULKIFLY BIN IBRAHIM,6056,0,2013,Perak,BOTA,069-039,Kalah,15560,38.92030848,18493,97,0,0,2,0,0,0
2926,DAP,LEONG CHEOK KENG,11296,4343,2013,Perak,MALIM NAWAR,070-040,Menang,18249,61.89928215,24615,20,71,8,2,0,0,0
2927,MCA,CHANG GWO CHYANG,6953,0,2013,Perak,MALIM NAWAR,070-040,Kalah,18249,38.10071785,24615,20,71,8,2,0,0,0
2928,DAP,CHEN FOOK CHYE,10671,5561,2013,Perak,KERANJI,070-041,Menang,15781,67.61928902,21111,13,76,10,2,0,0,0
2929,MCA,DANIEL WA WAI HOW,5110,0,2013,Perak,KERANJI,070-041,Kalah,15781,32.38071098,21111,13,76,10,2,0,0,0
2930,UMNO,NOLEE ASHILIN BINTI MOHAMMED RADZI,7955,2046,2013,Perak,TUALANG SEKAH,070-042,Menang,14264,55.76977005,17893,61,28,11,0,0,0,0
2931,PKR,BALDIP SINGH A/L SANTOKH SINGH,5909,0,2013,Perak,TUALANG SEKAH,070-042,Kalah,14264,41.42596747,17893,61,28,11,0,0,0,0
2932,IND,SYED MOHAMED BIN SYED ALI,400,0,2013,Perak,TUALANG SEKAH,070-042,Kalah,14264,2.804262479,17893,61,28,11,0,0,0,0
2933,PAS,RADZI BIN ZAINON,19240,2638,2013,Perak,SUNGAI RAPAT,071-043,Menang,36175,53.18590187,42873,59,31,10,1,0,0,0
2934,UMNO,HAMIDAH BINTI OSMAN,16602,0,2013,Perak,SUNGAI RAPAT,071-043,Kalah,36175,45.89357291,42873,59,31,10,1,0,0,0
2935,IND,MIOR AZMAN AMINUDDIN BIN MIOR ARIS,333,0,2013,Perak,SUNGAI RAPAT,071-043,Kalah,36175,0.920525225,42873,59,31,10,1,0,0,0
2936,PKR,TAN KAR HING,18780,11083,2013,Perak,SIMPANG PULAI,071-044,Menang,26477,70.92948597,32101,30,64,6,1,0,0,0
2937,MCA,CHANG KON YOU @ CHEN KWAN WU,7697,0,2013,Perak,SIMPANG PULAI,071-044,Kalah,26477,29.07051403,32101,30,64,6,1,0,0,0
2938,PKR,CHANG LIH KANG,9732,2082,2013,Perak,TEJA,071-045,Menang,17382,55.98895409,22118,32,50,10,8,0,0,0
2939,MCA,YEW SAU KHAM,7650,0,2013,Perak,TEJA,071-045,Kalah,17382,44.01104591,22118,32,50,10,8,0,0,0
2940,MCA,MAH HANG SOON,10866,4767,2013,Perak,CHENDERIANG,072-046,Menang,16965,64.0495137,21750,36,31,13,21,0,0,0
2941,PKR,AMANI WILLIAMS-HUNT BIN ABDULLAH,6099,0,2013,Perak,CHENDERIANG,072-046,Kalah,16965,35.9504863,21750,36,31,13,21,0,0,0
2942,UMNO,SAMSUDIN BIN ABU HASSAN,11094,3485,2013,Perak,AYER KUNING,072-047,Menang,19000,58.38947368,23735,56,25,14,5,0,0,0
2943,PAS,AHMAD RAZI BIN OTHMAN,7609,0,2013,Perak,AYER KUNING,072-047,Kalah,19000,40.04736842,23735,56,25,14,5,0,0,0
2944,IND,KATHIRAVAN A/L MURUGAN,297,0,2013,Perak,AYER KUNING,072-047,Kalah,19000,1.563157895,23735,56,25,14,5,0,0,0
2945,UMNO,ZAINOL FADZI BIN PAHARUDIN,11047,1854,2013,Perak,SUNGEI MANIK,073-048,Menang,20240,54.58003953,25028,65,27,5,4,0,0,0
2946,PKR,OSMAN BIN ABDUL RAHMAN,9193,0,2013,Perak,SUNGEI MANIK,073-048,Kalah,20240,45.41996047,25028,65,27,5,4,0,0,0
2947,UMNO,ABDULLAH FAUZI BIN AHMAD RAZALI,14140,6100,2013,Perak,KAMPONG GAJAH,073-049,Menang,22180,63.75112714,26470,93,1,3,4,0,0,0
2948,PAS,ISHAK BIN SAARI,8040,0,2013,Perak,KAMPONG GAJAH,073-049,Kalah,22180,36.24887286,26470,93,1,3,4,0,0,0
2949,DAP,NGEH KOO HAM,17292,11820,2013,Perak,SITIAWAN,074-050,Menang,22764,75.96204533,28546,13,74,12,1,0,0,0
2950,MCA,TING TAI FOOK,5472,0,2013,Perak,SITIAWAN,074-050,Kalah,22764,24.03795467,28546,13,74,12,1,0,0,0
2951,UMNO,RASHIDI BIN IBRAHIM,15153,304,2013,Perak,PASIR PANJANG,074-051,Menang,30247,50.09753033,35940,69,13,18,1,0,0,0
2952,PAS,ROHAWATI BINTI ABIDIN,14849,0,2013,Perak,PASIR PANJANG,074-051,Kalah,30247,49.09247198,35940,69,13,18,1,0,0,0
2953,IND,VIJAYAN A/L SUBRAMANIAM,245,0,2013,Perak,PASIR PANJANG,074-051,Kalah,30247,0.809997686,35940,69,13,18,1,0,0,0
2954,UMNO,ZAMBRY BIN ABDUL KADIR,12291,5124,2013,Perak,PANGKOR,074-052,Menang,19458,63.16682084,23814,70,23,4,3,0,0,0
