,NEGERI,BAHAGIAN PILIHAN RAYA,NAMA CALON,PARTI,BILANGAN UNDI,STATUS,KOD DAN NAMA PARLIMEN  ,NAMA DUN,JUMLAH UNDI,MAJORITI
354,KELANTAN,N. 26 - BUKIT PANAU,ABDUL FATTAH BIN HAJI MAHMOOD,PAS,14506,MENANG,P.027 - TANAH MERAH,BUKIT PANAU,27684,
355,KELANTAN,N. 26 - BUKIT PANAU,DAYANG SANIAH BINTI AWANG HAMID,BN,10215,,P.027 - TANAH MERAH,BUKIT PANAU,27684,
356,KELANTAN,N. 26 - BUKIT PANAU,HISHAM BIN FAUZI,PKR,2963,HILANG DEPOSIT,P.027 - TANAH MERAH,BUKIT PANAU,27684,
357,KELANTAN,N. 27 - GUAL IPOH,WAN YUSOFF BIN W MUSTAFA,PAS,7094,,P.027 - TANAH MERAH,GUAL IPOH,16102,
358,KELANTAN,N. 27 - GUAL IPOH,BAKRI @ MOHD BAKRI B MUSTAPHA,BN,8509,MENANG,P.027 - TANAH MERAH,GUAL IPOH,16102,
359,KELANTAN,N. 27 - GUAL IPOH,MOHD SOBA BIN HUSSIN,PKR,499,HILANG DEPOSIT,P.027 - TANAH MERAH,GUAL IPOH,16102,
360,KELANTAN,N. 28 - KEMAHANG,MD ANIZAM BIN AB RAHMAN,PAS,7261,MENANG,P.027 - TANAH MERAH,KEMAHANG,14336,
361,KELANTAN,N. 28 - KEMAHANG,WAN RAKEMI BIN WAN ZAHARI,BN,6338,,P.027 - TANAH MERAH,KEMAHANG,14336,
362,KELANTAN,N. 28 - KEMAHANG,BAHARI BIN MOHAMAD NOR,PKR,737,HILANG DEPOSIT,P.027 - TANAH MERAH,KEMAHANG,14336,
363,KELANTAN,N. 29 - SELISING,TUAN MOHD SARIPUDIN BIN TUAN ISMAIL,PAS,9640,MENANG,P.028 - PASIR PUTEH,SELISING,16968,
364,KELANTAN,N. 29 - SELISING,ZULKIFLE BIN ALI,BN,6520,,P.028 - PASIR PUTEH,SELISING,16968,
365,KELANTAN,N. 29 - SELISING,ISMAIL BIN MOHAMAD,PKR,808,HILANG DEPOSIT,P.028 - PASIR PUTEH,SELISING,16968,
366,KELANTAN,N. 30 - LIMBONGAN,MOHD NAZLAN BIN MOHAMED HASBULLAH,PAS,10563,MENANG,P.028 - PASIR PUTEH,LIMBONGAN,19909,
367,KELANTAN,N. 30 - LIMBONGAN,MOHD HANAFIAH BIN HAJI ABDUL AZIZ,BN,7425,,P.028 - PASIR PUTEH,LIMBONGAN,19909,
368,KELANTAN,N. 30 - LIMBONGAN,ZARIR BIN YAAKOB,PKR,1921,HILANG DEPOSIT,P.028 - PASIR PUTEH,LIMBONGAN,19909,
369,KELANTAN,N. 31 - SEMERAK,W HASSAN BIN W IBRAHIM,PAS,8278,MENANG,P.028 - PASIR PUTEH,SEMERAK,16874,
370,KELANTAN,N. 31 - SEMERAK,ZAWAWI BIN OTHMAN,BN,7646,,P.028 - PASIR PUTEH,SEMERAK,16874,
371,KELANTAN,N. 31 - SEMERAK,WAN MARZUDI BIN WAN OMAR,PKR,950,HILANG DEPOSIT,P.028 - PASIR PUTEH,SEMERAK,16874,
372,KELANTAN,N. 32 - GAAL,MOHD RODZI BIN JA'AFAR,PAS,7533,MENANG,P.028 - PASIR PUTEH,GAAL,14386,
373,KELANTAN,N. 32 - GAAL,MOHD KAISAN BIN AB RAHMAN,BN,5956,,P.028 - PASIR PUTEH,GAAL,14386,
374,KELANTAN,N. 32 - GAAL,AB RAHMAN BIN YAACOB,PKR,897,HILANG DEPOSIT,P.028 - PASIR PUTEH,GAAL,14386,
375,KELANTAN,N. 33 - PULAI CHONDONG,AZHAR BIN SALLEH,PAS,9140,MENANG,P.029 - MACHANG,PULAI CHONDONG,17489,
376,KELANTAN,N. 33 - PULAI CHONDONG,AHMAD TARMIZI BIN ISMAIL,BN,7021,,P.029 - MACHANG,PULAI CHONDONG,17489,
377,KELANTAN,N. 33 - PULAI CHONDONG,AB HALIM @ KAMARUDDIN BIN HAJI AB KADIR,PKR,1328,HILANG DEPOSIT,P.029 - MACHANG,PULAI CHONDONG,17489,
378,KELANTAN,N. 34 - TEMANGAN,MOHAMED FADZLI BIN HASSAN,PAS,8711,MENANG,P.029 - MACHANG,TEMANGAN,16439,
379,KELANTAN,N. 34 - TEMANGAN,WAN MOHD ADNAN BIN WAN AZIZ,BN,6814,,P.029 - MACHANG,TEMANGAN,16439,
380,KELANTAN,N. 34 - TEMANGAN,MOHD REDZUAN BIN ALIAS,PKR,914,HILANG DEPOSIT,P.029 - MACHANG,TEMANGAN,16439,
381,KELANTAN,N. 35 - KEMUNING,MOHD ROSELI BIN ISMAIL,PAS,9969,MENANG,P.029 - MACHANG,KEMUNING,21066,
382,KELANTAN,N. 35 - KEMUNING,ERIANDI BIN ISMAIL,BN,8934,,P.029 - MACHANG,KEMUNING,21066,
383,KELANTAN,N. 35 - KEMUNING,ABDUL KADIR BIN HJ OTHMAN,PKR,2163,HILANG DEPOSIT,P.029 - MACHANG,KEMUNING,21066,
384,KELANTAN,N. 36 - BUKIT BUNGA,RAMZI BIN MOHD YUSOFF,PAS,5987,,P.030 - JELI,BUKIT BUNGA,13714,
385,KELANTAN,N. 36 - BUKIT BUNGA,MOHD ADHAN BIN KECHIK,BN,7068,MENANG,P.030 - JELI,BUKIT BUNGA,13714,
386,KELANTAN,N. 36 - BUKIT BUNGA,ASRAN BIN ALIAS,PKR,659,HILANG DEPOSIT,P.030 - JELI,BUKIT BUNGA,13714,
387,KELANTAN,N. 37 - AIR LANAS,ABDULLAH BIN YA'KUB,PAS,6884,,P.030 - JELI,AIR LANAS,14735,
388,KELANTAN,N. 37 - AIR LANAS,MUSTAPA BIN MOHAMED,BN,7243,MENANG,P.030 - JELI,AIR LANAS,14735,
389,KELANTAN,N. 37 - AIR LANAS,AMINUDDIN BIN YAACOB,PKR,608,HILANG DEPOSIT,P.030 - JELI,AIR LANAS,14735,
390,KELANTAN,N. 38 - KUALA BALAH,MOHD APANDI BIN MOHAMAD,PAS,4714,,P.030 - JELI,KUALA BALAH,10306,
391,KELANTAN,N. 38 - KUALA BALAH,ABDUL AZIZ BIN DERASHID,BN,5592,MENANG,P.030 - JELI,KUALA BALAH,10306,
392,KELANTAN,N. 39 - MENGKEBANG,MUHAMMAD BIN MAT SULAIMAN,PAS,9295,MENANG,P.031 - KUALA KRAI,MENGKEBANG,16068,
393,KELANTAN,N. 39 - MENGKEBANG,ZAKI BIN MUHAMMAD ,BN,5944,,P.031 - KUALA KRAI,MENGKEBANG,16068,
394,KELANTAN,N. 39 - MENGKEBANG,WAN MOHAMAD AZLAN BIN AHMAD,PKR,829,HILANG DEPOSIT,P.031 - KUALA KRAI,MENGKEBANG,16068,
395,KELANTAN,N. 40 - GUCHIL,HILMI BIN ABDULLAH,PAS,7564,MENANG,P.031 - KUALA KRAI,GUCHIL,15334,
396,KELANTAN,N. 40 - GUCHIL,ZUBER BIN HASSAN,BN,5285,,P.031 - KUALA KRAI,GUCHIL,15334,
397,KELANTAN,N. 40 - GUCHIL,MOHD ROSLAN BIN PUTEH,PKR,2362,,P.031 - KUALA KRAI,GUCHIL,15334,
398,KELANTAN,N. 40 - GUCHIL,ABD AZIZ BIN AHMAD,BEBAS,123,HILANG DEPOSIT,P.031 - KUALA KRAI,GUCHIL,15334,
399,KELANTAN,N. 41 - MANEK URAI,MOHD FAUZI BIN ABDULLAH,PAS,8683,MENANG,P.031 - KUALA KRAI,MANEK URAI,14175,
400,KELANTAN,N. 41 - MANEK URAI,MOHAMED DAHAN BIN MAT JALI,PKR,503,HILANG DEPOSIT,P.031 - KUALA KRAI,MANEK URAI,14175,
401,KELANTAN,N. 41 - MANEK URAI,SUZAINI ADLINA BINTI SUKRI,BN,4948,,P.031 - KUALA KRAI,MANEK URAI,14175,
402,KELANTAN,N. 41 - MANEK URAI,DERAMAN BIN MAMAT,BEBAS,41,HILANG DEPOSIT,P.031 - KUALA KRAI,MANEK URAI,14175,
403,KELANTAN,N. 42 - DABONG,KU MOHD ZAKI BIN KU HUSSIN,PAS,4778,MENANG,P.031 - KUALA KRAI,DABONG,9394,
404,KELANTAN,N. 42 - DABONG,MUHAMMAD BIN AWANG,BN,4189,,P.031 - KUALA KRAI,DABONG,9394,
405,KELANTAN,N. 42 - DABONG,WAN AHAMAD FADZIL BIN WAN OMAR,PKR,427,HILANG DEPOSIT,P.031 - KUALA KRAI,DABONG,9394,
406,KELANTAN,N. 43 - NENGGIRI,MOHD SIDEK @ MOHD SAUPI BIN ABD RAZAK,PAS,5045,,P.032 - GUA MUSANG,NENGGIRI,11339,
407,KELANTAN,N. 43 - NENGGIRI,OTHMAN BIN YUSOFF,PKR,788,HILANG DEPOSIT,P.032 - GUA MUSANG,NENGGIRI,11339,
408,KELANTAN,N. 43 - NENGGIRI,AB AZIZ BIN YUSOFF,BN,5506,MENANG,P.032 - GUA MUSANG,NENGGIRI,11339,
409,KELANTAN,N. 44 - PALOH,AZMAN BIN AHMAD,PAS,5535,,P.032 - GUA MUSANG,PALOH,30120,
410,KELANTAN,N. 44 - PALOH,NORAINI BINTI HUSIN,PKR,417,HILANG DEPOSIT,P.032 - GUA MUSANG,PALOH,30120,
411,KELANTAN,N. 44 - PALOH,AMRAN BIN ARIFIN,BN,6974,MENANG,P.032 - GUA MUSANG,PALOH,30120,
412,KELANTAN,N. 45 - GALAS,SUHAIMI BIN MAT DERIS,PAS,5543,,P.032 - GUA MUSANG,GALAS,15797,
413,KELANTAN,N. 45 - GALAS,MOHD SYAHBUDDIN BIN HASHIM,BN,7281,MENANG,P.032 - GUA MUSANG,GALAS,15797,
414,KELANTAN,N. 45 - GALAS,NASIR BIN DOLLAH,PKR,2973,,P.032 - GUA MUSANG,GALAS,15797,
415,MELAKA,N. 01 - KUALA LINGGI,HASMORNI BINTI TAMBY,PKR,3440,,P.134 - MASJID TANAH,KUALA LINGGI,9193,
416,MELAKA,N. 01 - KUALA LINGGI,ISMAIL BIN OTHMAN ,BN,4812,MENANG,P.134 - MASJID TANAH,KUALA LINGGI,9193,
417,MELAKA,N. 01 - KUALA LINGGI,AZMI BIN SAMBUL,PAS,941,HILANG DEPOSIT,P.134 - MASJID TANAH,KUALA LINGGI,9193,
418,MELAKA,N. 02 - TANJUNG BIDARA,HALIM BIN BACHIK,PKR,2001,,P.134 - MASJID TANAH,TANJUNG BIDARA,8367,
419,MELAKA,N. 02 - TANJUNG BIDARA,MD RAWI BIN MAHMUD,BN,4865,MENANG,P.134 - MASJID TANAH,TANJUNG BIDARA,8367,
420,MELAKA,N. 02 - TANJUNG BIDARA,IMRAN BIN ABDUL RAHMAN,PAS,1501,,P.134 - MASJID TANAH,TANJUNG BIDARA,8367,
421,MELAKA,N. 03 - AYER LIMAU,RUSLIN BIN HASAN,PKR,3225,,P.134 - MASJID TANAH,AYER LIMAU,9116,
422,MELAKA,N. 03 - AYER LIMAU,AMIRUDIN BIN YUSOF,BN,4704,MENANG,P.134 - MASJID TANAH,AYER LIMAU,9116,
423,MELAKA,N. 03 - AYER LIMAU,JAMARUDIN BIN AHMAD ,PAS,1187,,P.134 - MASJID TANAH,AYER LIMAU,9116,
424,MELAKA,N. 04 - LENDU,RIDHUAN AFFANDI BIN ABU BAKAR,PKR,3389,,P.134 - MASJID TANAH,LENDU,8568,
425,MELAKA,N. 04 - LENDU,SULAIMAN BIN MD ALI,BN,4016,MENANG,P.134 - MASJID TANAH,LENDU,8568,
426,MELAKA,N. 04 - LENDU,ARSHAD BIN MOHAMAD SOM,PAS,1163,,P.134 - MASJID TANAH,LENDU,8568,
427,MELAKA,N. 05 - TABOH NANING,ZAIRI BIN SUBOH,PKR,2589,,P.134 - MASJID TANAH,TABOH NANING,7029,
428,MELAKA,N. 05 - TABOH NANING,LATIPAH BINTI OMAR,BN,3329,MENANG,P.134 - MASJID TANAH,TABOH NANING,7029,
429,MELAKA,N. 05 - TABOH NANING,ASRI BIN SHAIK ABDUL AZIZ,PAS,1111,,P.134 - MASJID TANAH,TABOH NANING,7029,
430,MELAKA,N. 06 - REMBIA,NORPIPAH BINTI ABDOL,BN,4959,,P.135 - ALOR GAJAH,REMBIA,12932,
431,MELAKA,N. 06 - REMBIA,MOHAMMAD RASHIDI BIN ABD RAZAK,PAS,1200,HILANG DEPOSIT,P.135 - ALOR GAJAH,REMBIA,12932,
432,MELAKA,N. 06 - REMBIA,MUHAMMAD JAILANI BIN KHAMIS,PKR,6773,MENANG,P.135 - ALOR GAJAH,REMBIA,12932,
433,MELAKA,N. 07 - GADEK,PANIRCHELVAM A/L PICHAMUTHU,BN,4085,,P.135 - ALOR GAJAH,GADEK,10342,
434,MELAKA,N. 07 - GADEK,SAMINATHAN A/L GANESAN,PKR,4392,MENANG,P.135 - ALOR GAJAH,GADEK,10342,
435,MELAKA,N. 07 - GADEK,EMRANSYAH BIN ISMAIL,PAS,1865,,P.135 - ALOR GAJAH,GADEK,10342,
436,MELAKA,N. 08 - MACHAP JAYA,GINIE LIM SIEW LIN,PKR,5550,MENANG,P.135 - ALOR GAJAH,MACHAP JAYA,10539,
437,MELAKA,N. 08 - MACHAP JAYA,WAN ZAHIDI BIN WAN ISMAIL,PAS,775,HILANG DEPOSIT,P.135 - ALOR GAJAH,MACHAP JAYA,10539,
438,MELAKA,N. 08 - MACHAP JAYA,KOH NAI KWONG ,BN,4214,,P.135 - ALOR GAJAH,MACHAP JAYA,10539,
439,MELAKA,N. 09 - DURIAN TUNGGAL,AB WAHAB BIN AB LATIP,BN,4450,,P.135 - ALOR GAJAH,DURIAN TUNGGAL,11054,
440,MELAKA,N. 09 - DURIAN TUNGGAL,MOHSIN BIN IBRAHIM,PAS,1391,,P.135 - ALOR GAJAH,DURIAN TUNGGAL,11054,
441,MELAKA,N. 09 - DURIAN TUNGGAL,MOHD SOFI BIN ABDUL WAHAB,PKR,5213,MENANG,P.135 - ALOR GAJAH,DURIAN TUNGGAL,11054,
442,MELAKA,N. 10 - ASAHAN,ZAMZURI BIN ARIFIN,PKR,5667,,P.135 - ALOR GAJAH,ASAHAN,12974,
443,MELAKA,N. 10 - ASAHAN,ABDUL GHAFAR BIN ATAN,BN,5942,MENANG,P.135 - ALOR GAJAH,ASAHAN,12974,
444,MELAKA,N. 10 - ASAHAN,AZLAN BIN MADDIN,PAS,1365,HILANG DEPOSIT,P.135 - ALOR GAJAH,ASAHAN,12974,
445,MELAKA,N. 11 - SUNGAI UDANG,MOHD LOKMAN BIN ABDUL GANI,PKR,7844,,P.136 - TANGGA BATU,SUNGAI UDANG,17917,
446,MELAKA,N. 11 - SUNGAI UDANG,IDRIS BIN HARON,BN,10073,MENANG,P.136 - TANGGA BATU,SUNGAI UDANG,17917,
447,MELAKA,N. 12 - PANTAI KUNDOR,ABDUL HALIM BIN MAIDIN,PAS,1936,,P.136 - TANGGA BATU,PANTAI KUNDOR,12710,
448,MELAKA,N. 12 - PANTAI KUNDOR,JUHARI BIN OSMAN,PKR,5001,,P.136 - TANGGA BATU,PANTAI KUNDOR,12710,
449,MELAKA,N. 12 - PANTAI KUNDOR,NOR AZMAN BIN HASSAN,BN,5773,MENANG,P.136 - TANGGA BATU,PANTAI KUNDOR,12710,
450,MELAKA,N. 13 - PAYA RUMPUT,MOHD RAFIQ BIN NAIZAMOHIDEEN,PKR,12102,MENANG,P.136 - TANGGA BATU,PAYA RUMPUT,21497,
451,MELAKA,N. 13 - PAYA RUMPUT,ABU BAKAR BIN MOHAMAD DIAH,BN,7843,,P.136 - TANGGA BATU,PAYA RUMPUT,21497,
452,MELAKA,N. 13 - PAYA RUMPUT,RAFIE BIN AHMAD,PAS,1552,HILANG DEPOSIT,P.136 - TANGGA BATU,PAYA RUMPUT,21497,
453,MELAKA,N. 14 - KELEBANG,LIM BAN HONG,BN,6859,,P.136 - TANGGA BATU,KELEBANG,16779,
454,MELAKA,N. 14 - KELEBANG,GUE TECK,PKR,7648,MENANG,P.136 - TANGGA BATU,KELEBANG,16779,
455,MELAKA,N. 14 - KELEBANG,MOHD SHAFIQ BIN ISMAIL,PAS,2272,,P.136 - TANGGA BATU,KELEBANG,16779,
456,MELAKA,N. 15 - PENGKALAN BATU,NORHIZAM BIN HASSAN BAKTEE,PKR,9227,MENANG,P.137 - HANG TUAH JAYA,PENGKALAN BATU,17928,
457,MELAKA,N. 15 - PENGKALAN BATU,CHUA LIAN CHYE ,BN,6471,,P.137 - HANG TUAH JAYA,PENGKALAN BATU,17928,
458,MELAKA,N. 15 - PENGKALAN BATU,RAMLI BIN DALIP,PAS,2230,HILANG DEPOSIT,P.137 - HANG TUAH JAYA,PENGKALAN BATU,17928,
459,MELAKA,N. 16 - AYER KEROH,KERK CHEE YEE,PKR,14279,MENANG,P.137 - HANG TUAH JAYA,AYER KEROH,21864,
460,MELAKA,N. 16 - AYER KEROH,CHUA KHENG HWA,BN,5018,,P.137 - HANG TUAH JAYA,AYER KEROH,21864,
461,MELAKA,N. 16 - AYER KEROH,SEPRI BIN RAHMAN,PAS,2567,HILANG DEPOSIT,P.137 - HANG TUAH JAYA,AYER KEROH,21864,
462,MELAKA,N. 17 - BUKIT KATIL,YUNUS BIN HITAM,BN,8067,,P.137 - HANG TUAH JAYA,BUKIT KATIL,21530,
463,MELAKA,N. 17 - BUKIT KATIL,MUHAMAT PUHAT BIN BEDOL,PAS,2237,HILANG DEPOSIT,P.137 - HANG TUAH JAYA,BUKIT KATIL,21530,
464,MELAKA,N. 17 - BUKIT KATIL,ADLY BIN ZAHARI,PKR,11226,MENANG,P.137 - HANG TUAH JAYA,BUKIT KATIL,21530,
465,MELAKA,N. 18 - AYER MOLEK,RAHMAD BIN MARIMAN,BN,6951,MENANG,P.137 - HANG TUAH JAYA,AYER MOLEK,15258,
466,MELAKA,N. 18 - AYER MOLEK,JANTAN BIN ABDULLAH,PAS,3082,,P.137 - HANG TUAH JAYA,AYER MOLEK,15258,
467,MELAKA,N. 18 - AYER MOLEK,PROFESOR MADYA DR. KAMAROLZAMAN BIN MOHD JIDI,BEBAS,79,HILANG DEPOSIT,P.137 - HANG TUAH JAYA,AYER MOLEK,15258,
468,MELAKA,N. 18 - AYER MOLEK,FARHAN BIN IBRAHIM @ ALIAS,PKR,5146,,P.137 - HANG TUAH JAYA,AYER MOLEK,15258,
469,MELAKA,N. 19 - KESIDANG,SEAH SHOO CHIN,PKR,22880,MENANG,P.138 - KOTA MELAKA,KESIDANG,31497,
470,MELAKA,N. 19 - KESIDANG,GOH LEONG SAN,BEBAS,349,HILANG DEPOSIT,P.138 - KOTA MELAKA,KESIDANG,31497,
471,MELAKA,N. 19 - KESIDANG,NG CHOON KOON,BN,8268,,P.138 - KOTA MELAKA,KESIDANG,31497,
472,MELAKA,N. 20 - KOTA LAKSAMANA,SIM TONG HIM,BEBAS,517,HILANG DEPOSIT,P.138 - KOTA MELAKA,KOTA LAKSAMANA,24706,
473,MELAKA,N. 20 - KOTA LAKSAMANA,MELVIN CHUA KEW WEI,BN,4008,,P.138 - KOTA MELAKA,KOTA LAKSAMANA,24706,
474,MELAKA,N. 20 - KOTA LAKSAMANA,LOW CHEE LEONG,PKR,20181,MENANG,P.138 - KOTA MELAKA,KOTA LAKSAMANA,24706,
475,MELAKA,N. 21 - DUYONG,DAMIAN YEO SHEN LI,PKR,7642,MENANG,P.138 - KOTA MELAKA,DUYONG,15389,
476,MELAKA,N. 21 - DUYONG,LIM JAK WONG,BEBAS,62,HILANG DEPOSIT,P.138 - KOTA MELAKA,DUYONG,15389,
477,MELAKA,N. 21 - DUYONG,KAMARUDIN BIN SEDIK,PAS,2938,,P.138 - KOTA MELAKA,DUYONG,15389,
478,MELAKA,N. 21 - DUYONG,LEE KIAT LEE,BN,4747,,P.138 - KOTA MELAKA,DUYONG,15389,
479,MELAKA,N. 22 - BANDAR HILIR,TEY KOK KIEW,PKR,14038,MENANG,P.138 - KOTA MELAKA,BANDAR HILIR,16904,
480,MELAKA,N. 22 - BANDAR HILIR,CHIN CHOONG SEONG,BEBAS,141,HILANG DEPOSIT,P.138 - KOTA MELAKA,BANDAR HILIR,16904,
481,MELAKA,N. 22 - BANDAR HILIR,LEE CHONG LENG,BN,2725,,P.138 - KOTA MELAKA,BANDAR HILIR,16904,
482,MELAKA,N. 23 - TELOK MAS,NOOR EFFANDI BIN AHMAD,PKR,7694,MENANG,P.138 - KOTA MELAKA,TELOK MAS,17264,
483,MELAKA,N. 23 - TELOK MAS,ROSAZLI BIN MD YASIN,PAS,3164,,P.138 - KOTA MELAKA,TELOK MAS,17264,
484,MELAKA,N. 23 - TELOK MAS,ABDUL RAZAK BIN ABDUL RAHMAN,BN,6406,,P.138 - KOTA MELAKA,TELOK MAS,17264,
485,MELAKA,N. 24 - BEMBAN,SUHAIMI BIN HARUN,PAS,2762,,P.139 - JASIN,BEMBAN,15413,
486,MELAKA,N. 24 - BEMBAN,KOH CHIN HAN,BN,5653,,P.139 - JASIN,BEMBAN,15413,
487,MELAKA,N. 24 - BEMBAN,WONG FORT PIN,PKR,6998,MENANG,P.139 - JASIN,BEMBAN,15413,
488,MELAKA,N. 25 - RIM,SHAMSUL ISKANDAR @ YUSRE BIN MOHD AKIN,PKR,4765,,P.139 - JASIN,RIM,11328,
489,MELAKA,N. 25 - RIM,KINTAN BINTI MAN,PAS,1262,HILANG DEPOSIT,P.139 - JASIN,RIM,11328,
490,MELAKA,N. 25 - RIM,GHAZALE BIN MUHAMAD,BN,5301,MENANG,P.139 - JASIN,RIM,11328,
491,MELAKA,N. 26 - SERKAM,ZAIDI BIN ATTAN ,BN,6401,MENANG,P.139 - JASIN,SERKAM,13488,
492,MELAKA,N. 26 - SERKAM,NOR KHAIRI BIN YUSOF,PKR,3664,,P.139 - JASIN,SERKAM,13488,
493,MELAKA,N. 26 - SERKAM,AHMAD BILAL BIN RAHUDIN,PAS,3423,,P.139 - JASIN,SERKAM,13488,
494,MELAKA,N. 27 - MERLIMAU,ABDUL MALEK BIN YUSOF,PAS,1208,HILANG DEPOSIT,P.139 - JASIN,MERLIMAU,11658,
495,MELAKA,N. 27 - MERLIMAU,YUHAIZAD BIN ABDULLAH,PKR,5160,,P.139 - JASIN,MERLIMAU,11658,
496,MELAKA,N. 27 - MERLIMAU,ROSLAN BIN AHMAD,BN,5290,MENANG,P.139 - JASIN,MERLIMAU,11658,
497,MELAKA,N. 28 - SUNGAI RAMBAI,ZAKARIYA BIN KASNIN,PAS,1405,,P.139 - JASIN,SUNGAI RAMBAI,9912,
498,MELAKA,N. 28 - SUNGAI RAMBAI,AZALINA BINTI ABDUL RAHMAN,PKR,3419,,P.139 - JASIN,SUNGAI RAMBAI,9912,
499,MELAKA,N. 28 - SUNGAI RAMBAI,HASAN BIN ABD RAHMAN,BN,5088,MENANG,P.139 - JASIN,SUNGAI RAMBAI,9912,
500,NEGERI SEMBILAN,N. 01 - CHENNAH,LOKE SIEW FOOK,PKR,5031,MENANG,P.126 - JELEBU,CHENNAH,9882,
501,NEGERI SEMBILAN,N. 01 - CHENNAH,SEET TEE GEE,BN,3876,,P.126 - JELEBU,CHENNAH,9882,
502,NEGERI SEMBILAN,N. 01 - CHENNAH,JAMALUS BIN MANSOR,PAS,975,HILANG DEPOSIT,P.126 - JELEBU,CHENNAH,9882,
503,NEGERI SEMBILAN,N. 02 - PERTANG,NOOR AZMI BIN YUSOF ,BN,4008,MENANG,P.126 - JELEBU,PERTANG,8179,
504,NEGERI SEMBILAN,N. 02 - PERTANG,OSMAN BIN MOHD DUSA,PKR,3593,,P.126 - JELEBU,PERTANG,8179,
505,NEGERI SEMBILAN,N. 02 - PERTANG,HAMRAN BIN ABU HASAN,PAS,578,HILANG DEPOSIT,P.126 - JELEBU,PERTANG,8179,
506,NEGERI SEMBILAN,N. 03 - SUNGAI LUI,ZAINAL FIKRI BIN ABD KADIR,PKR,3396,,P.126 - JELEBU,SUNGAI LUI,12460,
507,NEGERI SEMBILAN,N. 03 - SUNGAI LUI,MOHD.RAZI BIN MOHD.ALI,BN,7795,MENANG,P.126 - JELEBU,SUNGAI LUI,12460,
508,NEGERI SEMBILAN,N. 03 - SUNGAI LUI,ABD KARIM SHAHIMI BIN ABD RAZAK,PAS,1269,HILANG DEPOSIT,P.126 - JELEBU,SUNGAI LUI,12460,
509,NEGERI SEMBILAN,N. 04 - KLAWANG,BAKRI BIN SAWIR,PKR,4296,MENANG,P.126 - JELEBU,KLAWANG,8360,
510,NEGERI SEMBILAN,N. 04 - KLAWANG,BAHARUDIN BIN JALI,BN,3320,,P.126 - JELEBU,KLAWANG,8360,
511,NEGERI SEMBILAN,N. 04 - KLAWANG,MAZLY BIN YASIN,PAS,744,HILANG DEPOSIT,P.126 - JELEBU,KLAWANG,8360,
512,NEGERI SEMBILAN,N. 05 - SERTING,SHAMSHULKAHAR BIN MOHD DELI,BN,9782,MENANG,P.127 - JEMPOL,SERTING,17633,
513,NEGERI SEMBILAN,N. 05 - SERTING,ABD RAHMAN BIN RAMLI,PKR,6014,,P.127 - JEMPOL,SERTING,17633,
514,NEGERI SEMBILAN,N. 05 - SERTING,MUHAMMAD AL ZUKRI BIN MUHAMAD YASSIN,PAS,1837,HILANG DEPOSIT,P.127 - JEMPOL,SERTING,17633,
515,NEGERI SEMBILAN,N. 06 - PALONG,ABDUL RAHMAN BIN JAAFAR,PKR,3329,,P.127 - JEMPOL,PALONG,14475,
516,NEGERI SEMBILAN,N. 06 - PALONG,MASDI BIN MUSA,PAS,1571,HILANG DEPOSIT,P.127 - JEMPOL,PALONG,14475,
517,NEGERI SEMBILAN,N. 06 - PALONG,MUSTAPHA BIN NAGOOR,BN,9575,MENANG,P.127 - JEMPOL,PALONG,14475,
518,NEGERI SEMBILAN,N. 07 - JERAM PADANG,SURASH A/L SREENIVASAN,BEBAS,2640,,P.127 - JEMPOL,JERAM PADANG,9429,
519,NEGERI SEMBILAN,N. 07 - JERAM PADANG,MANICKAM A/L LETCHUMAN,BN,3702,MENANG,P.127 - JEMPOL,JERAM PADANG,9429,
520,NEGERI SEMBILAN,N. 07 - JERAM PADANG,S MUSLIADI BIN SABTU,PKR,2302,,P.127 - JEMPOL,JERAM PADANG,9429,
521,NEGERI SEMBILAN,N. 07 - JERAM PADANG,MOHD FAIRUZ BIN MOHD ISA,PAS,785,HILANG DEPOSIT,P.127 - JEMPOL,JERAM PADANG,9429,
522,NEGERI SEMBILAN,N. 08 - BAHAU,CHONG WAN YU,BN,3985,,P.127 - JEMPOL,BAHAU,15591,
523,NEGERI SEMBILAN,N. 08 - BAHAU,MUSTAFAR BAKRI BIN ABDUL AZIZ,PAS,1512,HILANG DEPOSIT,P.127 - JEMPOL,BAHAU,15591,
524,NEGERI SEMBILAN,N. 08 - BAHAU,TEO KOK SEONG,PKR,10094,MENANG,P.127 - JEMPOL,BAHAU,15591,
525,NEGERI SEMBILAN,N. 09 - LENGGENG,MOHAMMAD GHAZALI BIN ABU BAKAR,PAS,1612,HILANG DEPOSIT,P.128 - SEREMBAN,LENGGENG,15538,
526,NEGERI SEMBILAN,N. 09 - LENGGENG,SUHAIMI BIN KASSIM,PKR,7456,MENANG,P.128 - SEREMBAN,LENGGENG,15538,
527,NEGERI SEMBILAN,N. 09 - LENGGENG,MAZALAN BIN MAAROP,BN,6470,,P.128 - SEREMBAN,LENGGENG,15538,
528,NEGERI SEMBILAN,N. 10 - NILAI,ARUL KUMAR A/L JAMBUNATHAN,PKR,14219,MENANG,P.128 - SEREMBAN,NILAI,20764,
529,NEGERI SEMBILAN,N. 10 - NILAI,MOHD ABU ZARIM BIN ABDUL RAHMAN,PAS,2151,HILANG DEPOSIT,P.128 - SEREMBAN,NILAI,20764,
